transaction_id,member_id,date,mcc,amount
T0005642,M00128,2026-01-19,3001,261.27
T0005643,M00128,2025-08-20,3001,63.66
T0005644,M00128,2025-08-23,5732,104.59
T0005645,M00128,2026-05-21,3002,36.98
T0005646,M00128,2025-10-05,4511,108.51
T0005647,M00128,2026-03-10,5812,356.82
T0005648,M00128,2025-12-08,7011,180.46
T0005649,M00128,2026-07-15,7011,61.47
T0005650,M00128,2026-07-19,7011,131.04
T0005651,M00128,2026-07-05,3501,118.81
T0005652,M00128,2025-11-20,4900,110.67
T0005653,M00128,2026-04-03,3503,202.75
T0005654,M00128,2026-06-24,5651,201.24
T0005655,M00128,2026-03-04,4900,58.72
T0005656,M00128,2026-02-13,5651,126.71
T0005657,M00128,2025-12-10,5812,45.46
T0005658,M00128,2026-03-13,3001,26.49
T0005659,M00128,2026-03-13,5411,50.93
T0005660,M00128,2026-05-19,3000,61.79
T0005661,M00128,2025-09-04,5812,12.66
T0005662,M00128,2026-05-09,5311,157.64
T0005663,M00128,2026-03-26,5941,4.19
T0005664,M00128,2025-08-22,5311,1007.09
T0005665,M00128,2026-04-20,5541,299.43
T0005666,M00128,2025-12-10,4511,51.37
T0005667,M00128,2026-07-02,4900,67.32
T0005668,M00128,2026-03-29,5311,90.29
T0005669,M00129,2025-07-23,3001,37.0
T0005670,M00129,2026-03-14,5732,60.69
T0005671,M00129,2025-08-10,3501,79.95
T0005672,M00129,2025-10-20,5311,17.93
T0005673,M00129,2025-09-19,3000,69.38
T0005674,M00129,2026-01-25,5941,78.53
T0005675,M00129,2026-06-14,5541,75.86
T0005676,M00129,2025-12-08,5941,53.74
T0005677,M00129,2025-11-04,5651,208.07
T0005678,M00129,2026-03-24,5814,46.82
T0005679,M00129,2026-02-07,3501,83.71
T0005680,M00129,2025-08-09,3503,244.03
T0005681,M00129,2026-06-17,3503,61.6
T0005682,M00129,2026-03-01,5722,82.64
T0005683,M00129,2026-07-11,4511,60.56
T0005684,M00129,2025-09-16,3501,229.84
T0005685,M00129,2026-02-02,3503,51.54
T0005686,M00129,2025-08-24,3501,240.65
T0005687,M00129,2025-11-25,3002,60.12
T0005688,M00129,2025-09-08,5732,28.23
T0005689,M00129,2026-05-02,3501,131.55
T0005690,M00129,2026-07-01,3002,49.17
T0005691,M00129,2026-05-08,5732,124.03
T0005692,M00129,2026-05-30,5814,4.35
T0005693,M00129,2026-02-13,5541,67.03
T0005694,M00129,2025-11-05,3501,42.11
T0005695,M00129,2026-04-04,3502,23.03
T0005696,M00129,2025-09-28,5311,38.35
T0005697,M00129,2025-08-21,5722,37.57
T0005698,M00129,2026-01-09,5651,63.56
T0005699,M00129,2026-06-14,3000,16.99
T0005700,M00129,2025-10-07,5541,91.49
T0005701,M00129,2025-10-02,4900,261.44
T0005702,M00129,2025-12-21,4900,88.32
T0005703,M00129,2026-05-22,5541,149.75
T0005704,M00129,2026-06-27,5411,199.25
T0005705,M00129,2025-08-20,5541,229.63
T0005706,M00129,2025-10-30,7011,432.74
T0005707,M00129,2026-02-11,3001,40.48
T0005708,M00130,2026-04-15,3002,135.4
T0005709,M00130,2026-03-21,4511,144.85
T0005710,M00130,2026-03-21,3501,441.1
T0005711,M00130,2026-03-27,7011,67.45
T0005712,M00130,2026-02-12,5941,102.12
T0005713,M00130,2025-08-03,3000,25.02
T0005714,M00130,2025-12-08,3503,564.15
T0005715,M00130,2026-01-19,5651,47.63
T0005716,M00130,2026-01-24,4900,49.0
T0005717,M00130,2025-11-07,5651,47.15
T0005718,M00130,2026-01-19,5411,34.99
T0005719,M00130,2025-09-17,3000,32.15
T0005720,M00130,2025-12-06,3503,39.5
T0005721,M00130,2026-03-28,5722,17.02
T0005722,M00130,2025-10-21,3000,30.41
T0005723,M00130,2025-12-27,5722,468.23
T0005724,M00130,2025-09-16,3001,139.16
T0005725,M00130,2026-02-27,4511,168.33
T0005726,M00130,2026-02-13,5941,216.42
T0005727,M00130,2026-06-12,3503,417.44
T0005728,M00130,2025-12-20,5541,11.34
T0005729,M00130,2026-05-09,5411,19.49
T0005730,M00130,2025-09-03,5814,29.85
T0005731,M00130,2026-04-22,7011,41.69
T0005732,M00130,2026-07-16,5812,49.37
T0005733,M00130,2026-05-23,3503,42.65
T0005734,M00130,2026-03-11,4900,83.04
T0005735,M00130,2025-07-24,5411,69.08
T0005736,M00130,2026-06-02,5722,32.37
T0005737,M00130,2026-07-06,3503,7.57
T0005738,M00130,2026-07-11,5812,24.71
T0005739,M00130,2026-06-16,5722,38.5
T0005740,M00130,2025-11-02,5541,52.09
T0005741,M00130,2026-01-06,3503,21.55
T0005742,M00130,2026-01-23,5722,40.82
T0005743,M00130,2025-12-30,4900,21.52
T0005744,M00130,2026-03-22,3002,58.8
T0005745,M00130,2026-05-24,4511,22.8
T0005746,M00130,2026-02-01,5941,28.53
T0005747,M00130,2026-06-30,5651,18.02
T0005748,M00130,2026-01-23,7011,57.2
T0005749,M00130,2025-12-26,7011,28.04
T0005750,M00130,2025-12-12,3002,165.14
T0005751,M00130,2025-11-21,5722,100.07
T0005752,M00130,2026-04-21,5541,62.19
T0005753,M00130,2026-06-11,5722,30.04
T0005754,M00130,2026-07-20,3501,97.57
T0005755,M00130,2025-08-12,7011,133.05
T0005756,M00130,2026-01-10,4511,76.91
T0005757,M00130,2025-12-11,5812,331.52
T0005758,M00130,2025-11-05,3001,105.6
T0005759,M00131,2026-06-04,3000,166.27
T0005760,M00131,2026-02-21,5411,76.22
T0005761,M00131,2026-01-30,5311,131.06
T0005762,M00131,2025-10-08,5541,30.06
T0005763,M00131,2025-10-28,5541,42.17
T0005764,M00131,2025-12-17,3002,94.57
T0005765,M00131,2026-02-08,3502,93.89
T0005766,M00131,2026-02-10,5812,110.79
T0005767,M00131,2026-05-11,5311,200.42
T0005768,M00131,2026-04-07,3503,16.04
T0005769,M00131,2025-10-31,3001,25.17
T0005770,M00131,2025-10-02,4511,83.9
T0005771,M00131,2026-06-03,3501,32.32
T0005772,M00131,2026-02-28,5812,1954.26
T0005773,M00131,2026-05-24,3002,111.69
T0005774,M00131,2026-03-05,5411,61.66
T0005775,M00131,2025-12-11,3000,39.83
T0005776,M00131,2026-04-28,3002,41.26
T0005777,M00131,2026-03-13,5941,68.73
T0005778,M00131,2026-03-27,3001,74.59
T0005779,M00131,2026-05-12,5941,42.24
T0005780,M00131,2026-04-09,4900,50.75
T0005781,M00131,2025-11-05,5812,255.77
T0005782,M00131,2026-07-09,5311,266.27
T0005783,M00131,2025-10-20,4900,85.8
T0005784,M00131,2026-04-15,5732,17.44
T0005785,M00131,2025-11-15,5732,114.26
T0005786,M00131,2026-01-15,5814,315.54
T0005787,M00131,2026-03-01,3503,262.38
T0005788,M00131,2025-12-08,5541,138.99
T0005789,M00131,2026-05-20,7011,276.56
T0005790,M00131,2026-02-22,5941,70.34
T0005791,M00131,2025-07-27,5941,124.97
T0005792,M00131,2025-12-08,3503,33.76
T0005793,M00131,2025-11-13,3001,89.32
T0005794,M00131,2026-06-09,5722,252.03
T0005795,M00131,2026-03-03,5941,36.99
T0005796,M00131,2026-01-23,5651,28.18
T0005797,M00131,2026-04-01,5651,73.51
T0005798,M00131,2026-02-06,5812,53.16
T0005799,M00131,2025-11-06,4511,127.63
T0005800,M00132,2026-03-04,7011,18.36
T0005801,M00132,2025-09-04,5541,233.63
T0005802,M00132,2025-08-13,5651,31.04
T0005803,M00132,2025-07-27,4511,11.07
T0005804,M00132,2026-07-04,3503,84.59
T0005805,M00132,2026-06-02,5541,51.7
T0005806,M00132,2026-02-11,5814,21.99
T0005807,M00132,2025-10-11,5311,12.41
T0005808,M00132,2025-09-02,5732,66.13
T0005809,M00132,2026-03-20,5722,176.94
T0005810,M00132,2025-09-26,3502,119.7
T0005811,M00132,2026-04-02,5814,70.58
T0005812,M00132,2026-03-10,5411,107.65
T0005813,M00132,2026-05-07,5411,64.9
T0005814,M00132,2026-04-19,5411,15.96
T0005815,M00132,2026-03-01,5722,16.1
T0005816,M00132,2026-04-13,5651,54.43
T0005817,M00132,2025-11-01,5814,56.79
T0005818,M00132,2026-07-22,3503,156.18
T0005819,M00132,2026-06-19,5411,142.21
T0005820,M00132,2025-10-11,5814,122.14
T0005821,M00132,2025-07-25,5812,50.39
T0005822,M00132,2026-07-04,3503,16.77
T0005823,M00132,2025-08-05,3001,100.69
T0005824,M00132,2025-09-12,3502,112.75
T0005825,M00132,2025-09-03,3000,6.12
T0005826,M00132,2025-08-31,3501,28.95
T0005827,M00132,2025-11-18,5541,33.41
T0005828,M00132,2025-08-21,5812,75.06
T0005829,M00132,2026-02-20,3000,29.86
T0005830,M00132,2026-02-24,5411,64.19
T0005831,M00132,2025-11-15,3502,54.03
T0005832,M00132,2025-09-20,3501,56.87
T0005833,M00132,2025-10-18,5411,32.58
T0005834,M00132,2026-02-22,5941,35.2
T0005835,M00132,2026-04-02,5941,22.64
T0005836,M00132,2026-02-26,3503,97.52
T0005837,M00132,2025-12-07,4511,118.05
T0005838,M00132,2026-03-19,3503,30.86
T0005839,M00132,2026-05-25,5812,305.1
T0005840,M00132,2025-11-28,4511,48.69
T0005841,M00132,2025-08-19,5941,308.03
T0005842,M00132,2026-01-27,3502,35.09
T0005843,M00132,2025-07-28,5722,8.79
T0005844,M00132,2025-11-18,5411,99.7
T0005845,M00132,2025-09-19,3503,85.5
T0005846,M00132,2025-08-06,3000,69.02
T0005847,M00132,2026-07-09,3002,35.08
T0005848,M00132,2026-03-08,5541,64.42
T0005849,M00133,2026-04-04,3503,39.99
T0005850,M00133,2026-06-22,4900,80.18
T0005851,M00133,2026-02-08,3001,122.73
T0005852,M00133,2025-08-12,4511,52.89
T0005853,M00133,2025-12-25,3502,47.37
T0005854,M00133,2025-12-09,3503,21.04
T0005855,M00133,2025-12-31,3001,46.06
T0005856,M00133,2026-06-26,3001,2.41
T0005857,M00133,2025-11-17,3000,36.96
T0005858,M00133,2026-01-31,5311,61.44
T0005859,M00133,2026-02-16,7011,117.18
T0005860,M00133,2025-12-26,3000,50.97
T0005861,M00133,2025-10-03,5812,94.41
T0005862,M00133,2025-10-22,5814,7.54
T0005863,M00133,2025-09-06,5941,63.0
T0005864,M00133,2025-09-12,4511,12.43
T0005865,M00133,2026-05-18,4900,19.92
T0005866,M00133,2026-07-13,5732,55.3
T0005867,M00133,2026-01-10,5651,238.95
T0005868,M00133,2025-07-28,4511,96.66
T0005869,M00133,2026-01-24,4900,67.91
T0005870,M00133,2026-06-21,5311,65.4
T0005871,M00133,2025-10-31,5814,32.67
T0005872,M00133,2026-01-19,4900,38.71
T0005873,M00133,2026-04-13,5812,102.25
T0005874,M00133,2025-10-22,3502,16.69
T0005875,M00133,2026-03-28,3002,120.67
T0005876,M00133,2026-05-02,3501,45.22
T0005877,M00133,2026-02-04,3503,152.26
T0005878,M00133,2026-04-04,4900,174.36
T0005879,M00133,2026-03-18,5732,12.51
T0005880,M00133,2026-07-05,5732,37.28
T0005881,M00133,2025-10-27,5941,28.35
T0005882,M00133,2025-11-09,3502,10.88
T0005883,M00133,2025-11-17,5311,23.75
T0005884,M00133,2026-05-04,3002,766.06
T0005885,M00133,2026-02-19,5732,122.67
T0005886,M00133,2026-03-28,3000,453.63
T0005887,M00133,2026-07-06,3001,152.8
T0005888,M00133,2026-05-21,3502,31.76
T0005889,M00133,2025-08-22,3502,45.52
T0005890,M00133,2026-05-17,3001,120.11
T0005891,M00133,2026-06-10,5651,103.29
T0005892,M00133,2026-06-16,5541,37.44
T0005893,M00133,2025-07-28,3503,14.73
T0005894,M00133,2026-07-13,5732,1786.05
T0005895,M00133,2025-10-19,5722,57.91
T0005896,M00133,2026-06-05,3502,48.15
T0005897,M00133,2026-04-15,3002,74.69
T0005898,M00133,2026-02-08,3503,52.31
T0005899,M00133,2025-11-03,5732,75.39
T0005900,M00133,2026-02-19,3001,241.52
T0005901,M00133,2025-12-01,5814,58.88
T0005902,M00133,2026-06-02,3001,20.85
T0005903,M00134,2025-08-22,5411,56.73
T0005904,M00134,2026-01-12,3002,215.1
T0005905,M00134,2025-12-16,5651,74.26
T0005906,M00134,2026-04-01,3503,18.56
T0005907,M00134,2025-10-09,3001,19.57
T0005908,M00134,2025-11-18,3002,67.7
T0005909,M00134,2025-07-29,4900,93.35
T0005910,M00134,2025-11-06,3000,45.85
T0005911,M00134,2026-01-09,5732,41.26
T0005912,M00134,2025-11-11,3502,36.86
T0005913,M00134,2026-01-14,4900,65.14
T0005914,M00134,2025-07-23,5941,6.15
T0005915,M00134,2025-12-04,3000,22.17
T0005916,M00134,2025-10-01,5732,35.62
T0005917,M00134,2026-01-01,3000,223.07
T0005918,M00134,2025-12-07,3501,29.55
T0005919,M00134,2025-11-21,5941,79.88
T0005920,M00134,2025-08-28,3002,83.64
T0005921,M00134,2026-02-03,5722,244.18
T0005922,M00134,2025-09-04,5651,235.7
T0005923,M00134,2026-06-05,4900,62.96
T0005924,M00134,2026-04-28,5814,41.45
T0005925,M00134,2025-11-15,3000,34.34
T0005926,M00134,2026-06-11,5722,52.4
T0005927,M00134,2025-12-29,5411,43.21
T0005928,M00134,2025-10-29,3000,116.0
T0005929,M00134,2026-06-23,5411,101.53
T0005930,M00134,2026-03-16,3503,120.52
T0005931,M00134,2026-02-14,4511,234.93
T0005932,M00134,2026-05-07,5311,429.61
T0005933,M00134,2026-02-09,3503,75.54
T0005934,M00134,2026-07-21,3001,200.23
T0005935,M00134,2025-08-04,5814,46.92
T0005936,M00134,2025-10-09,5411,218.11
T0005937,M00134,2025-10-17,5411,192.77
T0005938,M00134,2026-02-13,3000,182.8
T0005939,M00134,2026-02-09,7011,73.26
T0005940,M00134,2025-07-26,5411,34.18
T0005941,M00134,2025-11-02,4900,16.53
T0005942,M00134,2026-06-12,5941,64.07
T0005943,M00134,2025-12-18,5651,308.9
T0005944,M00134,2026-01-12,5722,48.92
T0005945,M00134,2026-07-17,5812,146.22
T0005946,M00134,2025-10-30,5941,155.08
T0005947,M00134,2026-04-29,5814,50.21
T0005948,M00134,2025-12-11,5941,248.72
T0005949,M00134,2026-07-04,3503,3.64
T0005950,M00134,2025-11-12,5812,19.63
T0005951,M00134,2025-09-06,5541,26.69
T0005952,M00134,2025-11-16,5722,29.38
T0005953,M00134,2025-10-16,3503,93.34
T0005954,M00135,2025-12-31,5732,121.04
T0005955,M00135,2026-02-22,5941,25.79
T0005956,M00135,2025-12-13,3002,19.72
T0005957,M00135,2025-08-11,3001,99.12
T0005958,M00135,2025-10-29,4511,35.51
T0005959,M00135,2025-09-12,3501,13.87
T0005960,M00135,2025-10-08,5812,176.15
T0005961,M00135,2026-05-12,3002,269.11
T0005962,M00135,2025-10-29,5814,316.45
T0005963,M00135,2025-09-12,3501,80.4
T0005964,M00135,2025-10-31,3001,124.7
T0005965,M00135,2025-11-24,7011,262.4
T0005966,M00135,2026-04-07,4511,35.11
T0005967,M00135,2026-05-15,5812,202.49
T0005968,M00135,2025-10-28,5411,87.83
T0005969,M00135,2026-07-18,4511,166.29
T0005970,M00135,2025-12-22,5812,80.33
T0005971,M00135,2026-05-08,5411,243.78
T0005972,M00135,2026-06-19,5732,83.39
T0005973,M00135,2026-02-14,5814,15.12
T0005974,M00135,2026-04-12,5941,284.84
T0005975,M00135,2025-10-21,7011,25.85
T0005976,M00135,2026-02-04,5941,233.47
T0005977,M00135,2026-06-22,7011,60.93
T0005978,M00135,2025-09-22,5812,216.16
T0005979,M00135,2026-06-19,3501,207.42
T0005980,M00135,2025-09-01,4900,102.53
T0005981,M00135,2026-03-30,3501,110.89
T0005982,M00135,2025-09-05,5732,101.76
T0005983,M00135,2026-04-16,3001,8.9
T0005984,M00135,2026-02-28,3503,75.06
T0005985,M00135,2025-09-27,3002,21.84
T0005986,M00135,2026-01-16,3502,79.14
T0005987,M00135,2026-03-15,4900,21.26
T0005988,M00135,2025-10-19,5814,20.39
T0005989,M00135,2026-06-14,5722,331.93
T0005990,M00135,2026-06-01,5814,194.31
T0005991,M00135,2026-03-02,5812,66.41
T0005992,M00135,2026-03-11,5941,80.22
T0005993,M00135,2026-05-20,5541,52.04
T0005994,M00135,2025-09-26,3502,117.9
T0005995,M00135,2026-02-04,3001,33.92
T0005996,M00135,2025-09-11,5411,180.14
T0005997,M00135,2026-04-07,5812,51.78
T0005998,M00135,2026-07-22,3000,43.82
T0005999,M00135,2026-04-04,5651,68.15
T0006000,M00135,2025-09-12,5722,36.92
T0006001,M00135,2026-05-11,5812,92.64
T0006002,M00135,2025-11-22,5732,38.96
T0006003,M00135,2026-02-08,5651,106.54
T0006004,M00135,2026-06-27,5722,224.98
T0006005,M00135,2025-11-04,7011,32.48
T0006006,M00135,2025-12-18,5411,58.52
T0006007,M00135,2026-02-06,3002,105.78
T0006008,M00136,2025-11-09,5941,116.21
T0006009,M00136,2026-03-22,4900,197.01
T0006010,M00136,2026-01-03,3502,36.38
T0006011,M00136,2026-01-07,5411,25.98
T0006012,M00136,2026-01-23,3002,49.03
T0006013,M00136,2025-10-29,4511,25.34
T0006014,M00136,2025-10-25,5651,117.27
T0006015,M00136,2025-09-17,5814,20.87
T0006016,M00136,2026-04-29,3001,687.47
T0006017,M00136,2025-07-24,5722,243.7
T0006018,M00136,2025-12-12,4900,67.53
T0006019,M00136,2025-12-09,5411,158.76
T0006020,M00136,2025-08-02,3001,12.98
T0006021,M00136,2025-08-07,5941,831.62
T0006022,M00136,2025-10-11,3503,36.96
T0006023,M00136,2025-08-24,3501,59.12
T0006024,M00136,2026-04-23,5732,10.42
T0006025,M00136,2026-01-17,7011,108.45
T0006026,M00136,2025-08-14,3501,22.06
T0006027,M00136,2025-12-18,5814,73.82
T0006028,M00136,2025-09-11,4900,38.7
T0006029,M00136,2026-04-17,3502,22.7
T0006030,M00136,2026-01-13,5812,29.83
T0006031,M00136,2026-07-18,5814,83.58
T0006032,M00136,2025-12-09,3501,18.51
T0006033,M00136,2025-10-27,5814,31.54
T0006034,M00136,2026-07-21,3002,129.45
T0006035,M00136,2026-02-05,5941,900.08
T0006036,M00136,2026-01-16,3001,107.51
T0006037,M00136,2025-11-08,5732,26.65
T0006038,M00136,2025-09-16,3001,46.2
T0006039,M00136,2026-07-06,3001,68.83
T0006040,M00136,2025-08-29,5411,47.02
T0006041,M00136,2026-01-01,5311,164.52
T0006042,M00136,2025-08-01,3001,82.89
T0006043,M00136,2026-03-05,5311,165.31
T0006044,M00136,2025-10-04,5732,48.69
T0006045,M00136,2025-11-24,7011,251.01
T0006046,M00136,2025-11-14,5812,56.46
T0006047,M00136,2025-11-23,4900,25.25
T0006048,M00136,2026-05-31,5311,588.35
T0006049,M00136,2026-01-15,5732,10.75
T0006050,M00136,2025-09-13,5722,31.86
T0006051,M00136,2025-07-27,5812,35.62
T0006052,M00136,2026-05-17,5651,819.18
T0006053,M00136,2025-12-21,5941,406.21
T0006054,M00136,2026-06-25,7011,297.06
T0006055,M00136,2025-08-31,5311,47.91
T0006056,M00136,2026-02-13,5941,754.59
T0006057,M00136,2025-10-18,3001,96.39
T0006058,M00136,2026-04-15,5732,177.2
T0006059,M00136,2026-02-03,4511,79.81
T0006060,M00137,2025-07-25,5812,96.27
T0006061,M00137,2025-09-26,3501,64.62
T0006062,M00137,2025-11-01,5732,301.73
T0006063,M00137,2025-08-17,3502,3.43
T0006064,M00137,2025-12-22,5311,111.04
T0006065,M00137,2026-06-20,5814,136.69
T0006066,M00137,2025-11-09,5722,209.97
T0006067,M00137,2026-03-09,5651,62.5
T0006068,M00137,2026-04-26,7011,82.1
T0006069,M00137,2026-07-01,3001,178.74
T0006070,M00137,2025-09-15,5814,296.24
T0006071,M00137,2025-08-05,5541,49.38
T0006072,M00137,2025-12-26,5812,87.09
T0006073,M00137,2025-09-01,5732,357.3
T0006074,M00137,2026-02-14,3001,7.97
T0006075,M00137,2025-10-09,3501,33.45
T0006076,M00137,2026-05-24,4511,288.83
T0006077,M00137,2025-11-27,5651,198.85
T0006078,M00137,2025-10-07,7011,112.44
T0006079,M00137,2026-06-08,5941,42.58
T0006080,M00137,2026-06-07,5812,27.61
T0006081,M00137,2026-06-09,5812,36.92
T0006082,M00137,2026-02-11,5732,313.57
T0006083,M00137,2026-04-28,5732,35.57
T0006084,M00137,2026-04-03,3501,73.8
T0006085,M00137,2025-11-30,5651,31.38
T0006086,M00137,2026-03-19,3002,154.9
T0006087,M00137,2025-08-09,5814,38.91
T0006088,M00137,2026-05-17,3002,60.49
T0006089,M00137,2026-06-26,3502,12.39
T0006090,M00137,2025-07-27,3002,13.28
T0006091,M00137,2026-04-23,3001,67.2
T0006092,M00137,2026-05-13,4511,17.72
T0006093,M00137,2025-12-24,3000,547.35
T0006094,M00137,2026-04-18,3001,8.49
T0006095,M00137,2026-04-12,5812,29.96
T0006096,M00137,2026-02-22,3001,67.81
T0006097,M00137,2025-07-31,7011,46.29
T0006098,M00137,2026-03-10,5651,22.11
T0006099,M00137,2025-11-15,3501,25.59
T0006100,M00137,2025-09-30,3501,24.76
T0006101,M00137,2026-01-26,5541,50.06
T0006102,M00137,2025-12-05,5812,469.62
T0006103,M00137,2026-07-05,3502,72.09
T0006104,M00137,2026-05-05,4900,217.65
T0006105,M00137,2025-10-05,5814,110.72
T0006106,M00137,2025-07-29,3503,203.13
T0006107,M00137,2026-01-27,3002,4.06
T0006108,M00137,2026-04-08,4511,49.18
T0006109,M00137,2025-07-30,5541,246.44
T0006110,M00137,2025-10-14,3001,37.65
T0006111,M00137,2026-06-07,5541,388.57
T0006112,M00137,2026-04-07,3001,294.09
T0006113,M00137,2026-04-03,7011,41.72
T0006114,M00137,2026-03-12,5311,40.32
T0006115,M00137,2026-05-25,5541,24.2
T0006116,M00137,2025-08-20,5812,35.53
T0006117,M00138,2025-11-22,5722,19.44
T0006118,M00138,2025-11-26,4511,121.96
T0006119,M00138,2026-01-14,3502,124.97
T0006120,M00138,2025-08-20,5311,12.66
T0006121,M00138,2026-02-08,5941,314.13
T0006122,M00138,2025-09-04,3501,111.45
T0006123,M00138,2026-07-19,5812,141.13
T0006124,M00138,2025-12-20,5411,31.23
T0006125,M00138,2026-02-02,4511,124.26
T0006126,M00138,2025-08-26,5941,205.69
T0006127,M00138,2026-04-19,3501,60.42
T0006128,M00138,2026-02-17,5812,493.7
T0006129,M00138,2025-11-26,4900,69.69
T0006130,M00138,2026-04-19,5732,208.68
T0006131,M00138,2025-12-11,7011,89.39
T0006132,M00138,2025-09-23,3503,119.76
T0006133,M00138,2025-12-31,5411,12.54
T0006134,M00138,2026-03-21,3001,96.65
T0006135,M00138,2026-01-13,4511,31.98
T0006136,M00138,2025-11-18,3502,28.61
T0006137,M00138,2026-02-20,5311,381.5
T0006138,M00138,2026-03-26,5541,53.85
T0006139,M00138,2026-05-29,3503,24.45
T0006140,M00138,2025-12-17,3001,46.57
T0006141,M00138,2025-10-01,3502,18.17
T0006142,M00138,2025-09-23,5732,279.75
T0006143,M00138,2026-05-01,5541,33.26
T0006144,M00138,2026-04-29,3002,113.22
T0006145,M00138,2025-09-21,5541,258.81
T0006146,M00138,2026-04-13,5722,40.44
T0006147,M00138,2026-05-18,4511,113.52
T0006148,M00138,2026-06-26,5651,23.81
T0006149,M00138,2026-02-15,5722,769.52
T0006150,M00138,2026-01-27,7011,170.1
T0006151,M00138,2026-01-02,5812,55.0
T0006152,M00138,2025-11-30,5732,30.79
T0006153,M00138,2025-08-20,5722,59.5
T0006154,M00138,2026-04-12,5812,47.47
T0006155,M00138,2026-02-19,3002,470.1
T0006156,M00139,2026-06-12,5812,19.58
T0006157,M00139,2026-03-25,5814,76.31
T0006158,M00139,2025-12-12,5651,65.47
T0006159,M00139,2026-03-20,5722,59.3
T0006160,M00139,2025-08-07,4900,59.82
T0006161,M00139,2026-01-13,5732,59.38
T0006162,M00139,2025-11-21,5812,159.66
T0006163,M00139,2026-01-28,5941,122.61
T0006164,M00139,2025-11-24,4900,101.38
T0006165,M00139,2025-08-06,3502,3.21
T0006166,M00139,2025-07-31,5814,90.0
T0006167,M00139,2025-11-24,3502,12.74
T0006168,M00139,2025-11-28,3000,127.27
T0006169,M00139,2026-06-04,3502,291.34
T0006170,M00139,2026-05-19,4511,26.41
T0006171,M00139,2026-05-16,3502,51.33
T0006172,M00139,2026-02-06,3002,36.62
T0006173,M00139,2025-08-12,3503,229.39
T0006174,M00139,2025-09-21,3502,73.33
T0006175,M00139,2025-10-23,5651,375.53
T0006176,M00139,2026-01-27,5411,100.86
T0006177,M00139,2025-08-15,5732,84.98
T0006178,M00139,2026-04-01,5812,71.39
T0006179,M00139,2026-03-25,3501,151.11
T0006180,M00139,2026-01-19,4511,11.73
T0006181,M00139,2025-11-09,5732,72.63
T0006182,M00139,2025-09-14,3502,62.18
T0006183,M00139,2026-06-14,3000,137.75
T0006184,M00139,2026-05-14,5411,55.27
T0006185,M00139,2026-04-18,5311,23.6
T0006186,M00139,2026-04-06,3002,67.18
T0006187,M00139,2025-12-13,5651,22.58
T0006188,M00139,2026-01-31,3502,9.73
T0006189,M00139,2025-08-23,5812,137.98
T0006190,M00140,2025-12-18,5722,15.94
T0006191,M00140,2026-02-28,3002,62.18
T0006192,M00140,2026-01-06,5411,47.11
T0006193,M00140,2026-07-06,3001,28.72
T0006194,M00140,2025-12-20,5812,61.57
T0006195,M00140,2026-05-01,3502,36.18
T0006196,M00140,2025-08-08,5541,10.63
T0006197,M00140,2026-05-30,7011,42.9
T0006198,M00140,2026-06-11,3501,21.41
T0006199,M00140,2025-08-06,5941,84.07
T0006200,M00140,2025-08-22,3502,34.6
T0006201,M00140,2026-07-17,5812,202.68
T0006202,M00140,2026-02-10,5722,331.58
T0006203,M00140,2025-10-02,5541,131.55
T0006204,M00140,2026-01-08,7011,14.14
T0006205,M00140,2026-07-18,5411,300.42
T0006206,M00140,2025-08-23,3502,322.38
T0006207,M00140,2025-12-19,5311,67.95
T0006208,M00140,2026-02-18,3503,250.37
T0006209,M00140,2026-03-13,5941,38.41
T0006210,M00140,2025-09-17,7011,10.32
T0006211,M00140,2025-11-08,3501,31.18
T0006212,M00140,2025-11-23,4511,375.89
T0006213,M00140,2025-10-23,3501,15.01
T0006214,M00140,2026-05-27,5812,66.65
T0006215,M00140,2025-12-18,4900,69.0
T0006216,M00140,2026-01-08,5651,39.93
T0006217,M00140,2026-05-08,5732,42.8
T0006218,M00140,2026-02-01,3001,71.68
T0006219,M00140,2026-04-13,5541,38.01
T0006220,M00140,2025-09-12,7011,16.09
T0006221,M00140,2025-12-13,5311,82.68
T0006222,M00140,2025-11-28,3002,195.07
T0006223,M00140,2026-07-03,5941,159.11
T0006224,M00140,2025-11-15,7011,29.67
T0006225,M00140,2026-01-17,5311,19.08
T0006226,M00140,2025-09-20,3501,50.19
T0006227,M00140,2026-03-16,3503,319.83
T0006228,M00140,2026-02-01,3002,127.18
T0006229,M00140,2026-07-11,4900,134.82
T0006230,M00140,2026-03-09,5812,162.37
T0006231,M00140,2026-02-23,3501,101.57
T0006232,M00141,2025-12-22,5732,38.62
T0006233,M00141,2025-12-07,4511,16.21
T0006234,M00141,2026-02-21,5311,137.41
T0006235,M00141,2025-09-21,5941,229.92
T0006236,M00141,2026-01-22,5311,21.8
T0006237,M00141,2025-10-24,3502,151.7
T0006238,M00141,2026-03-18,5812,358.08
T0006239,M00141,2026-06-10,4900,66.54
T0006240,M00141,2026-06-05,5722,29.43
T0006241,M00141,2026-05-10,5411,75.42
T0006242,M00141,2025-12-15,3001,38.45
T0006243,M00141,2026-01-28,7011,35.99
T0006244,M00141,2025-08-05,3000,102.84
T0006245,M00141,2025-10-28,7011,13.41
T0006246,M00141,2026-07-03,5651,15.74
T0006247,M00141,2026-02-06,3501,67.99
T0006248,M00141,2026-07-04,5722,65.22
