member_id,nudge_date,channel,acted_within_14d
M00218,2025-08-25,email,1
M00218,2025-10-27,push,0
M00218,2026-01-21,push,1
M00218,2025-12-08,in_app,0
M00218,2025-11-29,push,0
M00218,2025-10-21,email,0
M00218,2026-04-28,email,0
M00218,2026-07-21,email,0
M00218,2026-01-26,email,1
M00219,2026-02-12,in_app,1
M00219,2026-07-14,in_app,0
M00219,2025-08-02,push,1
M00219,2026-04-02,push,0
M00219,2025-10-31,email,0
M00219,2025-12-06,in_app,0
M00219,2026-03-26,in_app,0
M00219,2025-11-01,in_app,1
M00219,2026-05-16,push,1
M00219,2026-01-18,push,0
M00219,2025-12-02,push,1
M00219,2026-01-19,push,0
M00219,2026-06-20,email,0
M00220,2025-09-18,in_app,0
M00220,2025-11-28,in_app,1
M00220,2026-01-21,in_app,1
M00220,2026-06-27,in_app,0
M00220,2026-07-08,in_app,0
M00221,2025-07-26,push,1
M00221,2026-02-06,push,0
M00221,2026-06-05,email,0
M00221,2025-09-11,in_app,1
M00221,2026-06-03,push,0
M00221,2026-05-22,email,1
M00221,2026-06-08,in_app,0
M00221,2026-05-02,in_app,0
M00221,2026-03-29,push,0
M00221,2025-10-14,in_app,0
M00221,2026-03-12,email,0
M00221,2025-10-31,email,1
M00222,2026-05-03,email,1
M00222,2025-08-30,in_app,0
M00222,2026-05-05,push,0
M00222,2025-11-29,push,0
M00222,2026-04-29,in_app,1
M00222,2025-10-23,in_app,1
M00222,2026-04-01,push,0
M00222,2026-03-08,in_app,1
M00222,2026-04-13,email,0
M00222,2025-11-29,email,1
M00222,2026-02-05,email,1
M00222,2026-01-15,push,1
M00222,2025-07-23,in_app,1
M00223,2026-03-20,email,0
M00223,2026-06-30,email,0
M00223,2025-11-06,email,1
M00223,2026-07-09,in_app,0
M00223,2025-10-19,push,0
M00223,2026-06-29,in_app,0
M00223,2025-12-09,in_app,0
M00223,2026-01-22,push,0
M00223,2026-05-17,push,1
M00224,2025-11-09,in_app,1
M00224,2025-09-28,push,0
M00224,2026-07-03,email,0
M00224,2026-02-24,push,1
M00224,2026-03-31,push,1
M00225,2025-11-12,push,0
M00225,2026-06-09,email,0
M00225,2026-06-11,email,1
M00225,2025-08-21,push,0
M00225,2026-06-13,email,0
M00225,2025-11-08,push,0
M00225,2026-04-12,push,1
M00225,2026-05-21,email,0
M00225,2026-05-20,in_app,1
M00225,2026-06-13,email,1
M00225,2025-12-18,email,0
M00225,2025-08-17,push,1
M00225,2026-01-08,in_app,1
M00226,2026-06-02,in_app,1
M00226,2026-02-22,email,0
M00226,2026-01-09,in_app,0
M00226,2025-07-24,push,1
M00226,2026-02-15,email,0
M00227,2026-03-17,email,0
M00227,2026-06-09,in_app,0
M00227,2026-06-12,email,1
M00228,2026-02-22,email,0
M00228,2026-04-20,push,1
M00228,2025-12-30,push,1
M00228,2026-05-12,in_app,0
M00228,2025-10-14,push,0
M00228,2026-01-23,in_app,0
M00228,2025-11-08,push,0
M00228,2026-06-07,push,0
M00228,2026-05-21,email,1
M00228,2026-05-12,email,0
M00228,2025-11-25,email,0
M00228,2026-04-24,in_app,0
M00229,2026-05-31,email,0
M00229,2025-11-17,email,0
M00229,2025-09-11,push,1
M00229,2025-11-06,in_app,1
M00229,2025-09-21,email,1
M00229,2026-02-26,in_app,1
M00229,2025-12-28,email,1
M00229,2026-02-17,in_app,0
M00229,2026-01-10,email,0
M00229,2026-04-21,email,1
M00229,2025-12-23,in_app,1
M00230,2025-08-07,push,0
M00230,2026-02-04,in_app,1
M00230,2026-03-11,in_app,1
M00230,2026-06-15,email,0
M00230,2025-12-06,in_app,0
M00230,2025-10-15,in_app,0
M00230,2025-12-23,push,0
M00230,2026-07-20,in_app,0
M00231,2026-06-12,push,0
M00231,2025-11-12,email,0
M00231,2026-05-31,in_app,1
M00231,2026-03-17,email,1
M00231,2026-03-07,in_app,1
M00231,2026-04-19,push,0
M00231,2025-08-21,push,0
M00231,2025-09-22,in_app,0
M00231,2026-06-26,in_app,1
M00231,2026-06-03,push,1
M00231,2025-10-28,email,1
M00232,2026-02-14,push,0
M00232,2025-10-28,push,0
M00232,2025-12-18,in_app,1
M00232,2025-11-01,push,0
M00232,2026-05-13,email,0
M00232,2025-09-06,push,0
M00232,2025-11-12,in_app,1
M00232,2026-07-22,email,0
M00232,2025-07-25,email,1
M00232,2026-02-16,push,0
M00232,2026-03-10,email,0
M00233,2025-11-10,email,0
M00233,2026-07-20,push,1
M00233,2026-06-09,push,0
M00233,2026-01-17,in_app,1
M00233,2026-03-17,in_app,0
M00233,2026-04-17,in_app,0
M00233,2025-08-14,push,0
M00233,2025-09-28,email,0
M00233,2025-12-24,email,1
M00234,2025-10-16,email,1
M00234,2026-01-18,in_app,1
M00234,2025-09-09,in_app,0
M00234,2026-02-04,email,0
M00234,2026-03-27,email,0
M00234,2025-09-26,in_app,0
M00234,2026-01-19,email,0
M00234,2025-12-11,push,0
M00235,2026-04-27,email,1
M00235,2025-12-28,email,0
M00235,2026-06-15,email,0
M00235,2025-12-25,in_app,1
M00235,2025-09-19,push,0
M00236,2025-08-01,email,1
M00236,2026-07-15,email,1
M00236,2025-10-28,push,1
M00236,2026-05-14,in_app,1
M00236,2025-09-01,in_app,0
M00236,2026-06-06,push,0
M00236,2025-09-04,in_app,1
M00236,2025-11-17,email,1
M00236,2025-09-23,email,1
M00236,2026-07-20,in_app,0
M00237,2026-05-10,in_app,1
M00237,2026-06-08,push,0
M00237,2026-06-13,email,0
M00237,2026-01-12,push,0
M00237,2025-08-07,push,0
M00237,2026-03-25,email,0
M00237,2026-04-16,in_app,1
M00237,2026-05-01,email,1
M00237,2026-03-15,in_app,0
M00237,2026-05-28,push,0
M00238,2025-10-13,in_app,1
M00238,2026-03-10,email,0
M00238,2025-10-02,in_app,1
M00238,2026-07-11,push,1
M00238,2025-10-20,push,1
M00238,2026-01-08,email,0
M00238,2026-02-19,push,1
M00238,2025-09-21,push,1
M00238,2025-12-11,push,0
M00238,2026-01-20,push,1
M00238,2026-02-24,push,1
M00238,2026-03-29,in_app,0
M00238,2026-03-18,push,1
M00239,2026-02-25,in_app,0
M00239,2025-10-19,in_app,0
M00239,2026-01-29,push,0
M00239,2026-02-03,in_app,0
M00239,2026-03-16,email,0
M00239,2025-08-01,email,0
M00239,2026-04-11,push,1
M00240,2026-01-15,in_app,1
M00240,2025-09-09,in_app,1
M00240,2025-11-07,in_app,1
M00240,2026-02-15,in_app,1
M00240,2026-02-24,email,0
M00240,2025-09-17,push,1
M00240,2025-11-28,in_app,1
M00240,2026-03-05,email,0
M00241,2025-10-06,in_app,1
M00241,2025-12-12,in_app,1
M00241,2026-02-16,push,1
M00241,2026-02-21,in_app,0
M00241,2026-06-26,email,0
M00241,2026-07-08,push,0
M00241,2026-01-22,push,0
M00242,2026-01-21,in_app,0
M00242,2026-03-23,push,0
M00242,2026-07-15,push,0
M00242,2025-08-21,email,0
M00242,2026-04-24,in_app,0
M00242,2025-09-18,email,0
M00242,2026-02-03,email,0
M00242,2026-02-08,email,0
M00242,2026-05-04,in_app,0
M00242,2025-12-01,push,0
M00242,2026-04-21,email,0
M00243,2026-05-24,in_app,0
M00243,2025-09-28,in_app,0
M00243,2026-03-24,email,0
M00243,2025-11-07,push,0
M00243,2025-12-19,email,0
M00243,2025-10-01,in_app,0
M00243,2026-01-13,email,0
M00243,2026-06-15,push,1
M00243,2025-09-15,push,1
M00243,2026-05-09,in_app,1
M00243,2026-03-14,in_app,0
M00243,2025-12-10,in_app,0
M00243,2026-03-23,email,1
M00244,2026-03-04,push,0
M00244,2025-11-21,email,0
M00244,2026-01-08,push,1
M00244,2026-07-07,email,1
M00244,2025-11-21,push,0
M00244,2025-12-04,email,1
M00244,2025-12-30,email,1
M00244,2026-07-06,in_app,0
M00244,2025-10-14,push,1
M00244,2026-02-02,email,0
M00244,2025-11-13,in_app,0
M00244,2026-05-01,email,1
M00244,2025-12-08,push,0
M00244,2026-02-17,in_app,1
M00244,2025-09-19,push,0
M00245,2026-01-01,in_app,1
M00245,2025-11-13,in_app,1
M00245,2025-11-10,in_app,0
M00245,2026-04-01,email,0
M00245,2026-04-19,in_app,0
M00245,2025-10-23,in_app,0
M00245,2026-05-21,in_app,0
M00245,2025-12-06,push,0
M00246,2026-01-07,email,0
M00246,2025-09-19,push,0
M00246,2026-05-06,in_app,1
M00246,2025-08-20,in_app,1
M00246,2026-07-19,in_app,1
M00246,2026-05-13,push,0
M00246,2026-06-02,push,0
M00246,2026-02-15,push,0
M00246,2026-05-21,in_app,0
M00246,2026-03-13,in_app,0
M00246,2026-04-30,in_app,0
M00246,2026-04-11,email,1
M00247,2026-01-14,email,1
M00247,2026-07-06,email,1
M00247,2026-02-22,push,1
M00247,2025-12-05,in_app,0
M00247,2025-12-04,in_app,0
M00247,2026-05-18,email,1
M00247,2025-07-25,push,1
M00247,2025-12-19,push,1
M00247,2025-08-06,push,1
M00247,2026-03-07,email,0
M00248,2026-06-08,push,0
M00248,2026-07-12,in_app,0
M00248,2025-09-29,push,1
M00248,2026-05-29,email,1
M00248,2026-07-11,in_app,1
M00249,2026-02-05,email,0
M00249,2026-03-28,push,1
M00249,2026-02-06,email,0
M00249,2026-06-04,in_app,1
M00249,2025-11-28,push,1
M00249,2026-06-03,push,0
M00249,2025-08-01,push,0
M00250,2026-07-16,email,0
M00250,2025-08-29,push,0
M00250,2025-09-07,in_app,0
M00250,2025-11-12,email,1
M00250,2026-04-15,in_app,0
M00250,2026-06-26,push,1
M00250,2026-04-12,email,0
M00250,2025-11-22,in_app,0
M00250,2026-05-10,email,0
M00250,2026-04-22,push,0
M00250,2026-05-27,email,0
M00251,2025-08-02,in_app,1
M00251,2026-02-27,in_app,1
M00251,2026-04-14,email,0
M00251,2025-07-29,email,0
M00251,2026-06-26,email,1
M00251,2025-11-21,push,0
M00251,2026-02-19,email,0
M00251,2025-07-28,in_app,0
M00252,2025-08-20,in_app,1
M00252,2025-09-21,push,1
M00252,2026-06-19,in_app,0
M00252,2025-12-26,push,1
M00252,2025-10-10,in_app,0
M00252,2026-07-14,email,1
M00252,2026-06-24,in_app,1
M00252,2026-07-01,email,0
M00252,2025-12-29,push,0
M00252,2025-12-24,in_app,0
M00252,2026-03-04,in_app,0
M00252,2025-11-01,in_app,0
M00253,2026-04-20,email,1
M00253,2026-05-23,push,0
M00253,2025-08-07,email,1
M00253,2025-10-22,in_app,0
M00253,2026-05-21,in_app,1
M00253,2026-02-05,push,0
M00253,2026-06-29,email,0
M00253,2025-11-05,in_app,0
M00253,2026-07-10,push,1
M00253,2025-09-22,email,0
M00254,2025-12-02,email,1
M00254,2025-10-22,push,0
M00254,2025-11-29,email,1
M00254,2025-10-25,email,0
M00254,2025-08-19,email,1
M00254,2025-10-08,in_app,0
M00255,2026-04-03,in_app,1
M00255,2025-11-27,in_app,1
M00255,2026-04-21,push,1
M00255,2026-02-06,push,1
M00255,2025-07-24,email,0
M00255,2025-10-30,in_app,1
M00256,2026-05-05,email,0
M00256,2025-11-06,email,0
M00256,2025-08-07,push,1
M00256,2025-09-05,email,1
M00256,2026-06-13,in_app,1
M00256,2026-05-14,email,0
M00256,2026-01-20,push,1
M00256,2026-01-29,email,0
M00256,2025-08-29,push,0
M00257,2026-04-17,push,0
M00257,2025-09-29,push,0
M00257,2026-03-08,email,0
M00257,2026-02-01,email,1
M00257,2025-10-14,email,0
M00257,2026-01-24,email,1
M00257,2026-07-18,in_app,1
M00257,2026-07-12,email,0
M00257,2025-07-25,email,1
M00257,2026-01-10,email,1
M00257,2026-01-29,in_app,0
M00257,2025-10-21,push,1
M00257,2025-08-06,email,0
M00257,2025-10-13,email,0
M00258,2025-09-22,in_app,1
M00258,2026-02-24,email,0
M00258,2025-10-22,email,0
M00258,2026-04-08,in_app,0
M00258,2025-09-02,in_app,1
M00259,2026-05-25,in_app,1
M00259,2026-05-09,in_app,1
M00259,2026-05-23,push,1
M00259,2025-12-28,in_app,0
M00259,2025-11-10,in_app,0
M00259,2025-12-09,in_app,1
M00259,2025-09-27,push,1
M00259,2026-07-02,in_app,1
M00259,2025-10-17,push,1
M00259,2026-01-09,email,0
M00260,2026-03-07,email,1
M00260,2026-03-12,email,0
M00260,2025-12-20,in_app,1
M00260,2026-06-20,email,0
M00260,2026-03-02,push,0
M00260,2025-10-25,push,0
M00261,2026-02-23,email,0
M00261,2026-03-30,email,0
M00261,2025-12-27,in_app,0
M00261,2026-03-06,email,0
M00262,2025-08-01,in_app,1
M00262,2025-11-01,email,1
M00262,2026-01-11,push,0
M00262,2025-12-13,email,1
M00262,2026-07-07,in_app,1
M00262,2026-04-08,in_app,1
M00262,2026-03-28,push,1
M00262,2026-04-19,push,1
M00263,2025-07-26,email,0
M00263,2025-08-28,push,0
M00263,2026-03-30,push,0
M00263,2025-11-12,in_app,0
M00263,2025-12-09,email,0
M00263,2025-10-02,email,0
M00263,2026-06-07,email,0
M00264,2026-07-19,push,1
M00264,2025-09-20,push,1
M00264,2025-09-23,email,0
M00264,2026-03-03,in_app,1
M00265,2026-05-16,in_app,0
M00265,2026-03-22,email,0
M00265,2025-11-28,push,0
M00265,2025-08-31,in_app,0
M00265,2026-01-16,push,1
M00265,2025-12-23,in_app,1
M00265,2026-06-14,in_app,0
M00265,2025-12-09,push,0
M00265,2025-10-23,email,0
M00265,2025-07-31,email,0
M00265,2025-08-15,push,0
M00266,2026-01-28,push,0
M00266,2026-07-09,in_app,1
M00266,2026-02-15,push,1
M00266,2026-05-24,in_app,1
M00266,2026-05-28,push,0
M00266,2025-12-30,in_app,1
M00266,2026-07-09,in_app,1
M00266,2026-02-15,in_app,0
M00266,2025-12-28,in_app,1
M00266,2026-03-22,in_app,0
M00266,2026-04-03,push,1
M00267,2026-02-19,email,1
M00267,2025-07-28,email,1
M00267,2025-10-04,in_app,1
M00267,2026-03-18,email,1
M00267,2026-07-02,push,0
M00267,2026-03-01,in_app,0
M00267,2025-10-20,push,1
M00267,2026-04-21,push,1
M00268,2026-03-13,push,0
M00268,2026-02-25,in_app,1
M00268,2026-04-06,in_app,1
M00268,2026-01-08,push,0
M00268,2026-05-21,push,0
M00268,2026-06-24,push,0
M00269,2026-04-09,push,1
M00269,2025-08-09,push,0
M00269,2025-11-09,email,0
M00269,2025-09-18,push,1
M00270,2025-12-19,push,1
M00270,2026-03-29,push,0
M00270,2026-01-10,push,0
M00270,2025-08-05,push,1
M00270,2025-11-06,email,1
M00270,2025-09-13,push,1
M00270,2025-08-28,push,1
M00270,2026-03-25,push,0
M00270,2026-05-20,in_app,1
M00270,2026-02-07,push,0
M00270,2025-12-29,in_app,1
M00270,2025-08-07,email,1
M00271,2025-11-05,push,1
M00271,2026-05-03,email,1
M00271,2025-09-28,email,1
M00271,2026-01-03,email,0
M00271,2025-12-15,email,1
M00271,2026-03-13,push,1
M00271,2026-05-26,in_app,1
M00271,2026-04-10,in_app,1
M00271,2026-05-20,email,1
M00271,2026-05-21,push,1
M00271,2025-10-02,push,0
M00272,2025-10-04,push,1
M00272,2026-02-23,in_app,1
M00272,2026-03-29,push,1
M00272,2026-07-05,push,1
M00272,2025-10-25,in_app,1
M00272,2026-04-12,push,0
M00272,2026-03-20,in_app,0
M00272,2026-05-28,in_app,0
M00272,2026-05-04,email,1
M00272,2025-10-26,push,1
M00272,2026-01-25,email,1
M00272,2026-05-12,in_app,1
M00272,2025-12-05,email,0
M00272,2026-07-15,email,1
M00272,2026-06-01,push,1
M00273,2026-02-22,email,0
M00273,2026-01-01,push,1
M00273,2026-01-27,email,0
M00273,2026-03-05,push,1
M00273,2026-01-29,push,0
M00273,2026-05-23,in_app,1
M00273,2026-01-26,email,1
M00273,2025-09-13,email,0
M00273,2025-12-23,email,0
M00273,2025-11-04,in_app,1
M00273,2025-09-20,email,0
M00273,2026-05-17,push,0
M00273,2026-02-24,push,1
M00274,2026-07-09,in_app,0
M00274,2026-03-01,in_app,0
M00274,2025-10-23,email,0
M00274,2026-05-08,in_app,1
M00274,2026-07-12,push,0
M00275,2026-05-16,in_app,0
M00275,2026-03-25,in_app,1
M00275,2025-09-29,push,1
M00275,2026-03-30,email,0
M00275,2026-02-06,email,0
M00275,2025-09-09,email,0
M00276,2026-07-14,push,0
M00276,2026-02-25,email,1
M00276,2025-10-22,email,1
M00276,2026-03-13,in_app,1
M00276,2025-08-10,email,1
M00276,2026-04-19,push,0
M00276,2026-03-11,push,1
M00276,2025-11-26,email,0
M00276,2026-06-05,email,1
M00276,2026-07-23,push,0
M00276,2026-05-25,in_app,0
M00277,2026-06-22,push,0
M00277,2026-05-24,push,1
M00277,2025-08-05,push,1
M00277,2026-07-07,in_app,1
M00277,2026-05-26,email,0
M00277,2026-01-27,in_app,0
M00277,2025-11-04,email,0
M00277,2025-10-26,email,1
M00277,2025-11-24,in_app,0
M00277,2025-09-19,push,0
M00278,2026-04-22,email,0
M00278,2025-12-10,email,0
M00278,2026-04-22,in_app,0
M00278,2026-07-07,email,0
M00278,2025-11-02,email,0
M00278,2026-04-13,in_app,0
M00278,2026-04-18,push,0
M00278,2026-01-05,email,0
M00279,2025-12-29,push,0
M00279,2026-07-01,email,1
M00279,2025-09-24,email,1
M00279,2025-11-28,email,1
M00279,2026-05-09,in_app,0
M00279,2025-10-01,email,0
M00279,2026-04-24,email,1
M00280,2026-02-12,email,1
M00280,2025-10-19,email,1
M00280,2025-10-23,in_app,1
M00280,2026-06-01,push,1
M00280,2025-10-19,push,1
M00280,2026-05-10,push,1
M00280,2025-10-02,push,0
M00280,2026-06-11,email,1
M00280,2025-08-11,email,1
M00280,2025-07-28,in_app,0
M00280,2025-11-01,in_app,1
M00280,2025-10-12,push,0
M00280,2026-05-06,in_app,1
M00280,2026-07-21,in_app,1
M00281,2026-02-20,email,1
M00281,2026-05-05,email,1
M00281,2026-01-06,email,0
M00281,2025-10-03,in_app,1
M00281,2025-10-13,push,1
M00282,2025-12-14,in_app,0
M00282,2025-12-16,email,1
M00282,2025-11-10,in_app,0
M00282,2026-05-07,push,0
M00283,2026-04-10,email,0
M00283,2025-09-24,push,1
M00283,2025-12-08,email,0
M00283,2026-02-05,in_app,1
M00283,2026-04-10,email,0
M00283,2025-11-09,push,1
M00283,2026-03-01,email,1
M00283,2026-03-04,email,1
M00284,2025-08-29,in_app,0
M00284,2026-05-30,email,1
M00284,2026-03-11,email,0
M00284,2026-02-16,email,0
M00284,2026-01-12,push,1
M00284,2025-09-14,push,0
M00284,2026-03-04,email,0
M00284,2025-09-12,in_app,1
M00284,2025-10-09,in_app,0
M00285,2025-12-16,push,1
M00285,2026-05-28,email,1
M00285,2026-04-06,email,0
M00285,2026-04-20,in_app,1
M00285,2026-01-25,push,1
M00285,2025-12-29,in_app,0
M00286,2026-02-19,email,1
M00286,2025-12-20,push,0
M00286,2025-09-28,push,0
M00286,2026-04-13,push,0
M00286,2025-12-22,push,0
M00286,2026-01-31,push,0
M00286,2025-12-15,in_app,1
M00286,2025-10-20,email,1
M00286,2025-12-02,email,0
M00286,2026-06-16,in_app,1
M00286,2026-01-16,email,1
M00286,2026-06-23,in_app,0
M00286,2025-08-14,email,0
M00287,2026-03-06,email,1
M00287,2025-10-22,in_app,0
M00287,2026-06-18,in_app,0
M00287,2026-01-02,in_app,1
M00287,2026-03-16,email,0
M00287,2026-05-08,in_app,0
M00287,2026-01-10,email,1
M00287,2025-11-11,in_app,0
M00288,2025-09-30,push,0
M00288,2025-08-31,email,0
M00288,2026-06-09,in_app,0
M00288,2025-10-03,push,0
M00288,2025-08-07,email,1
M00288,2025-08-31,push,1
M00288,2025-08-21,email,0
M00288,2026-04-13,in_app,1
M00289,2026-05-18,in_app,1
M00289,2025-12-27,email,1
M00289,2025-08-21,in_app,0
M00289,2025-11-21,push,1
M00289,2026-05-22,push,0
M00289,2025-10-14,email,1
M00289,2025-08-25,email,1
M00289,2026-07-06,push,0
M00289,2026-01-17,email,1
M00289,2025-09-03,push,0
M00289,2025-10-12,push,1
M00289,2025-09-09,in_app,1
M00289,2026-04-27,email,1
M00289,2025-10-25,push,0
M00289,2025-08-14,push,1
M00290,2026-05-24,push,0
M00290,2026-04-29,in_app,1
M00290,2026-01-23,in_app,1
M00290,2026-04-14,email,1
M00290,2025-09-19,in_app,0
M00290,2025-09-03,email,0
M00290,2026-06-05,email,1
M00290,2025-09-02,in_app,0
M00290,2026-05-15,push,1
M00290,2025-11-25,in_app,1
M00290,2026-07-10,push,0
M00291,2025-07-27,push,0
M00291,2025-08-08,push,0
M00291,2025-08-09,email,1
M00291,2025-09-15,in_app,1
M00291,2026-06-03,email,0
M00291,2025-10-07,in_app,1
M00292,2026-04-05,push,0
M00292,2025-08-25,in_app,0
M00292,2026-03-06,push,1
M00292,2025-09-14,in_app,0
M00292,2026-02-28,push,0
M00292,2026-01-05,email,0
M00292,2026-05-25,in_app,0
M00292,2026-03-22,email,0
M00293,2026-02-02,push,1
M00293,2026-01-20,in_app,0
M00293,2026-04-27,email,0
M00293,2026-05-27,in_app,1
M00293,2025-08-29,push,0
M00293,2025-10-04,in_app,0
M00293,2026-03-06,push,0
M00293,2026-04-06,push,0
M00293,2026-04-01,push,1
M00293,2026-04-04,in_app,0
M00293,2025-11-08,in_app,0
M00293,2025-09-08,in_app,1
M00293,2025-08-05,push,0
M00294,2026-07-19,email,0
M00294,2026-03-10,push,0
M00294,2026-01-15,in_app,0
M00294,2026-01-11,in_app,1
M00294,2026-06-24,email,1
M00294,2026-07-03,push,1
M00295,2025-11-09,email,0
M00295,2026-05-03,in_app,0
M00295,2025-12-01,in_app,1
M00295,2026-03-04,email,0
M00295,2026-01-11,push,1
M00295,2025-12-11,email,1
M00295,2026-07-09,push,0
M00296,2025-12-20,in_app,0
M00296,2026-04-17,push,0
M00296,2026-04-27,push,1
M00296,2025-11-16,push,0
M00296,2026-05-21,push,0
M00296,2025-10-26,in_app,0
M00296,2025-11-30,email,0
M00296,2026-05-02,push,1
M00296,2026-05-11,email,0
M00296,2025-12-13,email,1
M00297,2026-06-13,push,1
M00297,2025-12-17,push,0
M00297,2025-10-05,email,1
M00297,2026-05-28,in_app,1
M00297,2026-05-24,in_app,1
M00297,2026-03-02,email,0
M00297,2026-02-26,in_app,0
M00297,2025-09-13,in_app,0
M00297,2025-12-16,email,0
M00297,2026-07-16,email,1
M00298,2025-12-17,email,0
M00298,2026-06-10,email,0
M00298,2026-02-25,push,1
M00298,2025-11-01,in_app,1
M00298,2026-05-22,push,1
M00298,2026-04-29,push,0
M00298,2025-11-29,email,0
M00298,2026-01-10,push,1
M00298,2026-06-13,in_app,0
M00299,2026-01-24,email,0
M00299,2025-08-16,push,0
M00299,2026-04-10,email,1
M00299,2025-08-31,email,1
M00299,2025-11-08,email,0
M00299,2025-08-07,push,0
M00299,2026-04-16,email,0
M00299,2025-09-11,in_app,1
M00299,2026-01-19,in_app,0
M00299,2025-11-23,email,0
M00299,2026-06-17,email,0
M00300,2026-05-19,email,1
M00300,2026-04-01,push,1
M00300,2026-02-10,push,1
M00300,2025-12-20,email,1
M00300,2025-09-18,email,1
M00300,2026-01-26,push,0
M00300,2026-01-06,push,1
M00300,2026-02-12,in_app,1
M00301,2026-06-11,email,1
M00301,2026-01-28,email,0
M00301,2026-03-25,in_app,0
M00301,2026-02-02,push,0
M00301,2026-05-19,email,1
M00301,2026-04-30,in_app,0
M00301,2025-07-31,push,0
M00302,2025-10-20,push,1
M00302,2025-12-20,email,1
M00302,2026-07-12,push,0
M00302,2025-12-05,push,0
M00302,2026-01-19,push,1
M00302,2026-03-30,in_app,1
M00302,2025-09-24,email,1
M00303,2026-04-30,email,0
M00303,2025-11-08,in_app,1
M00303,2026-03-19,in_app,0
M00303,2025-08-03,in_app,1
M00303,2026-05-08,push,0
M00303,2025-11-11,in_app,0
M00303,2026-06-13,push,1
M00303,2026-03-07,push,1
M00303,2026-01-08,in_app,1
M00303,2026-07-07,push,1
M00303,2026-02-07,email,0
M00304,2025-09-10,push,1
M00304,2025-08-30,in_app,1
M00304,2026-03-01,email,1
M00304,2025-08-19,in_app,1
M00304,2026-02-13,in_app,1
M00304,2025-09-10,push,0
M00304,2026-01-24,email,1
M00304,2026-01-29,email,1
M00304,2026-01-23,push,0
M00304,2026-01-10,email,0
M00304,2026-03-03,push,1
M00304,2025-08-08,push,1
M00304,2026-05-15,email,0
M00304,2025-09-18,push,1
M00305,2025-10-19,in_app,1
M00305,2025-09-20,email,1
M00305,2026-07-16,in_app,0
M00305,2026-07-18,email,0
M00305,2025-12-26,in_app,1
M00306,2025-11-26,email,1
M00306,2026-01-31,email,0
M00306,2025-11-05,email,0
M00306,2026-03-29,push,1
M00306,2025-12-17,push,0
M00306,2026-01-20,push,1
M00307,2025-12-22,email,0
M00307,2025-09-16,push,1
M00307,2026-05-02,email,0
M00307,2026-04-18,in_app,0
M00307,2026-03-31,in_app,0
M00307,2026-01-25,push,1
M00307,2025-11-25,email,0
M00307,2025-07-28,in_app,0
M00307,2026-01-08,push,1
M00307,2026-07-10,email,1
M00307,2026-04-30,email,0
M00308,2025-12-02,email,1
M00308,2026-01-04,email,0
M00308,2025-12-26,email,0
M00308,2026-05-15,in_app,1
M00308,2026-04-19,in_app,1
M00308,2026-06-24,push,1
M00308,2026-02-13,push,0
M00308,2025-12-19,in_app,0
M00308,2026-02-28,push,0
M00308,2025-11-29,in_app,0
M00308,2026-01-15,push,0
M00308,2025-10-16,push,1
M00308,2026-03-07,in_app,1
M00309,2026-06-27,push,0
M00309,2025-11-06,email,0
M00309,2025-09-29,push,0
M00309,2026-03-28,in_app,1
M00309,2025-09-21,push,0
M00309,2025-07-28,email,0
M00309,2025-08-03,email,0
M00309,2025-11-23,push,0
M00309,2026-05-20,email,1
M00309,2026-05-04,in_app,0
M00309,2026-04-19,in_app,0
M00309,2026-03-29,in_app,1
M00309,2026-04-25,email,0
M00310,2025-10-14,email,0
M00310,2026-05-15,push,0
M00310,2025-10-19,push,0
M00310,2025-09-23,email,1
M00310,2026-01-31,email,1
M00310,2025-10-15,in_app,0
M00310,2026-01-16,in_app,1
M00310,2025-11-18,push,0
M00311,2026-01-17,in_app,0
M00311,2025-10-30,in_app,0
M00311,2026-05-13,in_app,0
M00311,2026-02-23,email,0
M00311,2025-11-20,in_app,0
M00311,2025-08-29,in_app,0
M00311,2026-06-19,in_app,1
M00311,2025-09-10,email,1
M00311,2026-03-29,email,1
M00311,2026-04-22,email,1
M00311,2026-02-26,push,0
M00311,2026-01-04,in_app,0
M00311,2025-11-06,push,0
M00312,2026-01-23,push,1
M00312,2026-07-05,email,0
M00312,2025-07-25,in_app,0
M00312,2025-12-03,email,0
M00312,2026-02-11,email,0
M00312,2026-07-17,push,0
M00312,2025-08-23,in_app,1
M00312,2026-01-17,in_app,1
M00312,2026-06-18,email,0
M00312,2026-01-07,in_app,0
M00312,2026-02-16,push,1
M00312,2026-06-20,email,0
M00313,2026-06-17,push,1
M00313,2025-07-23,push,0
M00313,2025-10-01,push,0
M00314,2026-01-15,in_app,1
M00314,2026-01-16,email,1
M00314,2025-09-07,in_app,1
M00314,2026-06-13,push,1
M00314,2026-01-01,push,1
M00315,2026-03-10,push,1
M00315,2026-06-03,in_app,1
M00315,2026-06-10,email,0
M00315,2026-05-14,email,1
M00315,2026-02-14,push,1
M00315,2026-06-30,in_app,1
M00315,2025-09-13,email,1
M00315,2025-09-07,email,0
M00315,2026-03-12,in_app,1
M00316,2026-01-18,email,0
M00316,2026-06-12,email,1
M00316,2025-09-03,push,1
M00316,2025-08-20,email,1
M00316,2025-10-01,push,0
M00316,2026-03-18,email,1
M00316,2026-04-29,in_app,1
M00316,2026-01-18,push,0
M00316,2026-05-06,email,1
M00316,2025-08-30,email,0
M00316,2026-02-27,in_app,0
