member_id,card_tier,tenure_days,signup_date,engagement_propensity
M00524,Platinum,1891,2021-05-19,0.42900372899248956
M00525,Platinum,830,2024-04-14,0.43987282436566477
M00526,Centurion,152,2026-02-21,0.10026885273290623
M00527,Gold,2057,2020-12-04,0.7184301706925623
M00528,Gold,928,2024-01-07,0.3210902741917122
M00529,Gold,854,2024-03-21,0.3944045963180389
M00530,Gold,491,2025-03-19,0.4298833308339587
M00531,Platinum,563,2025-01-06,0.5100056607763835
M00532,Platinum,1435,2022-08-18,0.31014595693575553
M00533,Gold,593,2024-12-07,0.5769969777209968
M00534,Platinum,237,2025-11-28,0.26064618646089405
M00535,Platinum,923,2024-01-12,0.16640801521657397
M00536,Gold,282,2025-10-14,0.0739028459096147
M00537,Platinum,779,2024-06-04,0.41035677047549474
M00538,Platinum,74,2026-05-10,0.19787739780706715
M00539,Gold,48,2026-06-05,0.11753148851102765
M00540,Platinum,853,2024-03-22,0.37319756515650077
M00541,Centurion,160,2026-02-13,0.17867756487397846
M00542,Gold,2421,2019-12-06,0.21104142505474707
M00543,Gold,639,2024-10-22,0.6445739095090773
M00544,Gold,2346,2020-02-19,0.36819327563427895
M00545,Platinum,262,2025-11-03,0.41610628306402725
M00546,Centurion,78,2026-05-06,0.4670058197171413
M00547,Gold,845,2024-03-30,0.4702732120211993
M00548,Platinum,204,2025-12-31,0.3927214889781925
M00549,Gold,146,2026-02-27,0.4767640596272681
M00550,Platinum,965,2023-12-01,0.6417626825567136
M00551,Platinum,899,2024-02-05,0.14842054475055372
M00552,Gold,193,2026-01-11,0.5579572455441136
M00553,Platinum,199,2026-01-05,0.6368328524596479
M00554,Platinum,429,2025-05-20,0.11404015600671358
M00555,Platinum,2118,2020-10-04,0.4814775408508378
M00556,Gold,550,2025-01-19,0.29169024288937373
M00557,Centurion,515,2025-02-23,0.40719464350763845
M00558,Platinum,541,2025-01-28,0.25050803744032923
M00559,Gold,1083,2023-08-05,0.5673360071974616
M00560,Gold,390,2025-06-28,0.4282487676347139
M00561,Gold,1219,2023-03-22,0.4791079557687733
M00562,Gold,488,2025-03-22,0.2777661112106065
M00563,Gold,1012,2023-10-15,0.6001890683358705
M00564,Platinum,122,2026-03-23,0.44685027823497725
M00565,Platinum,1177,2023-05-03,0.23204311827108376
M00566,Gold,201,2026-01-03,0.6773269729356793
M00567,Centurion,1234,2023-03-07,0.4008579169353606
M00568,Platinum,276,2025-10-20,0.2536852473722284
M00569,Platinum,75,2026-05-09,0.3615988626905363
M00570,Platinum,1370,2022-10-22,0.7575119498742762
M00571,Gold,404,2025-06-14,0.34933568535801074
M00572,Platinum,828,2024-04-16,0.20456602294295637
M00573,Centurion,61,2026-05-23,0.7530703381385991
M00574,Gold,176,2026-01-28,0.34885646523160274
M00575,Platinum,347,2025-08-10,0.3529450293865974
M00576,Gold,392,2025-06-26,0.5555717223620338
M00577,Gold,485,2025-03-25,0.5146274487739269
M00578,Gold,85,2026-04-29,0.59508527640915
M00579,Platinum,824,2024-04-20,0.16270480014373084
M00580,Gold,496,2025-03-14,0.34765552522515974
M00581,Platinum,693,2024-08-29,0.2146263648331797
M00582,Platinum,1205,2023-04-05,0.9102960888617472
M00583,Gold,420,2025-05-29,0.479145626817194
M00584,Platinum,1139,2023-06-10,0.4143895618224848
M00585,Gold,2410,2019-12-17,0.6408219619466334
M00586,Gold,1140,2023-06-09,0.6070210987985332
M00587,Platinum,326,2025-08-31,0.3402560872448041
M00588,Gold,748,2024-07-05,0.05378452925529108
M00589,Gold,1142,2023-06-07,0.7894841696064757
M00590,Platinum,613,2024-11-17,0.30256828877802533
M00591,Gold,105,2026-04-09,0.31485945874494065
M00592,Gold,151,2026-02-22,0.45427649739092996
M00593,Platinum,636,2024-10-25,0.3964567870458156
M00594,Gold,119,2026-03-26,0.7023004544791013
M00595,Platinum,263,2025-11-02,0.601945650121921
M00596,Platinum,495,2025-03-15,0.12393570917130886
M00597,Gold,1207,2023-04-03,0.39322335613486714
M00598,Gold,214,2025-12-21,0.760734498311979
M00599,Centurion,148,2026-02-25,0.502999446501464
M00600,Gold,759,2024-06-24,0.10123005131793521
M00601,Platinum,64,2026-05-20,0.6810836077227684
M00602,Gold,210,2025-12-25,0.0847676331226596
M00603,Platinum,27,2026-06-26,0.377299492056619
M00604,Platinum,275,2025-10-21,0.39852917345908145
M00605,Platinum,48,2026-06-05,0.3919612418246945
M00606,Gold,4000,2015-08-10,0.5076607694414489
M00607,Platinum,15,2026-07-08,0.25240246180344256
M00608,Gold,743,2024-07-10,0.43796761386424204
M00609,Gold,1270,2023-01-30,0.2591490796689236
M00610,Platinum,618,2024-11-12,0.33377374110182073
M00611,Gold,181,2026-01-23,0.25071602816458105
M00612,Platinum,3803,2016-02-23,0.4930673261675526
M00613,Gold,38,2026-06-15,0.7469450759237141
M00614,Gold,1989,2021-02-10,0.6075190328365444
M00615,Gold,732,2024-07-21,0.31097973446813965
M00616,Platinum,138,2026-03-07,0.14896274071090382
M00617,Gold,130,2026-03-15,0.5150203850416747
M00618,Platinum,2269,2020-05-06,0.057214017616849126
M00619,Gold,595,2024-12-05,0.48578904775456316
M00620,Gold,306,2025-09-20,0.25374513719966185
M00621,Gold,1501,2022-06-13,0.13416951174479727
M00622,Gold,153,2026-02-20,0.1929970797840093
M00623,Gold,1315,2022-12-16,0.4803986451908873
M00624,Gold,1188,2023-04-22,0.45323265817083497
M00625,Platinum,182,2026-01-22,0.42703315301757183
M00626,Gold,111,2026-04-03,0.6414027302616089
M00627,Gold,276,2025-10-20,0.3687585863476164
M00628,Gold,307,2025-09-19,0.37426470988094723
M00629,Platinum,1399,2022-09-23,0.44919918008415755
M00630,Centurion,580,2024-12-20,0.20535125850291466
M00631,Gold,108,2026-04-06,0.20205081421034252
M00632,Gold,430,2025-05-19,0.18550781694447477
M00633,Gold,597,2024-12-03,0.02940070941180673
M00634,Gold,540,2025-01-29,0.6531868974957861
M00635,Gold,947,2023-12-19,0.17301628462400132
M00636,Gold,1375,2022-10-17,0.45572577601730785
M00637,Gold,94,2026-04-20,0.027175503739751413
M00638,Gold,724,2024-07-29,0.9052820914431342
M00639,Gold,106,2026-04-08,0.6267219431649369
M00640,Centurion,141,2026-03-04,0.193868535323797
M00641,Platinum,592,2024-12-08,0.216242454751518
M00642,Platinum,63,2026-05-21,0.2436462845939321
M00643,Gold,781,2024-06-02,0.40905116381657075
M00644,Platinum,213,2025-12-22,0.29017307576708606
M00645,Gold,971,2023-11-25,0.8134903235842469
M00646,Platinum,466,2025-04-13,0.37063705306437666
M00647,Platinum,441,2025-05-08,0.33124007356658447
M00648,Gold,393,2025-06-25,0.3147026869864006
M00649,Gold,21,2026-07-02,0.29890436873536314
M00650,Gold,1690,2021-12-06,0.08027420649142678
M00651,Gold,560,2025-01-09,0.42869593243711973
M00652,Centurion,417,2025-06-01,0.4003169099059741
M00653,Gold,133,2026-03-12,0.2753277675430256
M00654,Platinum,93,2026-04-21,0.4859546784629844
M00655,Gold,1852,2021-06-27,0.1748547253583532
M00656,Gold,186,2026-01-18,0.5253093944029177
M00657,Platinum,661,2024-09-30,0.3074690090587156
M00658,Gold,1513,2022-06-01,0.45288086664617627
M00659,Gold,7,2026-07-16,0.13707664077605095
M00660,Platinum,261,2025-11-04,0.6373822279012415
M00661,Gold,294,2025-10-02,0.17768572249226677
M00662,Centurion,67,2026-05-17,0.5344289949226506
M00663,Gold,414,2025-06-04,0.46738356189275554
M00664,Platinum,973,2023-11-23,0.06931894104451744
M00665,Platinum,990,2023-11-06,0.5749992327229462
M00666,Platinum,1511,2022-06-03,0.6936578449449142
M00667,Gold,221,2025-12-14,0.5746386350790275
M00668,Gold,1244,2023-02-25,0.1732292897549627
M00669,Gold,475,2025-04-04,0.8335705110298932
M00670,Gold,86,2026-04-28,0.7205757529249601
M00671,Platinum,752,2024-07-01,0.4702543034186782
M00672,Centurion,1600,2022-03-06,0.5272719547096955
M00673,Gold,602,2024-11-28,0.2869203025810337
M00674,Platinum,752,2024-07-01,0.7831226832419899
M00675,Platinum,1195,2023-04-15,0.8069388061163252
M00676,Platinum,37,2026-06-16,0.47281933941514886
M00677,Centurion,204,2025-12-31,0.22167794499021384
M00678,Gold,454,2025-04-25,0.18340179785258565
M00679,Gold,164,2026-02-09,0.5529251970168284
M00680,Platinum,175,2026-01-29,0.00905874885815287
M00681,Gold,430,2025-05-19,0.43867095846154985
M00682,Gold,23,2026-06-30,0.6591938040577822
M00683,Gold,2481,2019-10-07,0.3763988047145909
M00684,Gold,86,2026-04-28,0.38961359518809535
M00685,Gold,306,2025-09-20,0.32050013675101924
M00686,Platinum,662,2024-09-29,0.39099365077737247
M00687,Gold,373,2025-07-15,0.41547010918064353
M00688,Gold,140,2026-03-05,0.6288007407117658
M00689,Platinum,569,2024-12-31,0.16466568030900697
M00690,Platinum,174,2026-01-30,0.23223398700855688
M00691,Gold,977,2023-11-19,0.7228560881028462
M00692,Platinum,1217,2023-03-24,0.6440554270832094
M00693,Centurion,395,2025-06-23,0.6196281331959138
M00694,Platinum,463,2025-04-16,0.34861213407120195
M00695,Platinum,28,2026-06-25,0.09657267209950765
M00696,Platinum,297,2025-09-29,0.2911138908345912
M00697,Centurion,3247,2017-09-01,0.15025992548543993
M00698,Gold,89,2026-04-25,0.5005522441769299
M00699,Gold,256,2025-11-09,0.3280804938375716
M00700,Platinum,379,2025-07-09,0.4667694999555544
M00701,Centurion,758,2024-06-25,0.4163991449168407
M00702,Platinum,1261,2023-02-08,0.3212292196744508
M00703,Gold,1826,2021-07-23,0.6434748301216272
M00704,Gold,612,2024-11-18,0.7015730393255203
M00705,Gold,621,2024-11-09,0.5490085948872998
M00706,Platinum,865,2024-03-10,0.501679095728204
M00707,Platinum,36,2026-06-17,0.45681287740238746
M00708,Gold,179,2026-01-25,0.8073111674845949
M00709,Gold,61,2026-05-23,0.8475485715774502
M00710,Platinum,351,2025-08-06,0.28374834123848075
M00711,Platinum,999,2023-10-28,0.21896529567817305
M00712,Centurion,367,2025-07-21,0.13057170182314035
M00713,Gold,718,2024-08-04,0.3690844736314318
M00714,Gold,192,2026-01-12,0.1948551015359491
M00715,Gold,354,2025-08-03,0.6732186702445965
M00716,Gold,220,2025-12-15,0.5166173221873435
M00717,Gold,1407,2022-09-15,0.29779826381704494
M00718,Gold,390,2025-06-28,0.16505336177832927
M00719,Gold,1907,2021-05-03,0.3905663954080605
M00720,Gold,11,2026-07-12,0.5012413120438985
M00721,Centurion,1404,2022-09-18,0.16836685512342184
M00722,Platinum,789,2024-05-25,0.2693416023220372
M00723,Platinum,392,2025-06-26,0.6582679165380307
M00724,Centurion,185,2026-01-19,0.6418411275241735
M00725,Centurion,98,2026-04-16,0.6466346689893208
M00726,Platinum,1850,2021-06-29,0.6386344996705092
M00727,Gold,209,2025-12-26,0.5627696297235318
M00728,Gold,134,2026-03-11,0.6461487183711028
M00729,Platinum,1547,2022-04-28,0.39688068015262673
M00730,Gold,65,2026-05-19,0.696495918850854
M00731,Platinum,108,2026-04-06,0.3103332150018196
M00732,Centurion,1613,2022-02-21,0.04399734177643446
M00733,Gold,245,2025-11-20,0.7132396720581221
M00734,Platinum,703,2024-08-19,0.151913301232408
M00735,Platinum,293,2025-10-03,0.1452203216333912
M00736,Gold,359,2025-07-29,0.5581621135938377
M00737,Gold,871,2024-03-04,0.2879102589610218
M00738,Gold,583,2024-12-17,0.3946411858927066
M00739,Gold,654,2024-10-07,0.26975961205190424
M00740,Platinum,71,2026-05-13,0.34995179959016354
M00741,Platinum,1447,2022-08-06,0.27701762915148254
M00742,Gold,255,2025-11-10,0.2933465911603531
M00743,Platinum,100,2026-04-14,0.5437174876069415
M00744,Gold,844,2024-03-31,0.19893475474763647
M00745,Centurion,675,2024-09-16,0.3112436187228538
M00746,Platinum,152,2026-02-21,0.06657603186166773
M00747,Platinum,62,2026-05-22,0.24385420993235862
M00748,Gold,186,2026-01-18,0.09263880230960625
M00749,Gold,257,2025-11-08,0.20944357171749575
M00750,Gold,717,2024-08-05,0.4010068136433148
M00751,Centurion,310,2025-09-16,0.35925964422309625
M00752,Gold,352,2025-08-05,0.7654638766009424
M00753,Gold,89,2026-04-25,0.4496197200460528
M00754,Centurion,290,2025-10-06,0.16065725817953788
M00755,Platinum,420,2025-05-29,0.43442289866011896
M00756,Gold,375,2025-07-13,0.7917123493123434
M00757,Gold,44,2026-06-09,0.4368367370557416
M00758,Gold,644,2024-10-17,0.04159794466472945
M00759,Gold,348,2025-08-09,0.5941555193531313
M00760,Platinum,562,2025-01-07,0.5160626954577118
M00761,Platinum,1137,2023-06-12,0.22662254883849825
M00762,Platinum,353,2025-08-04,0.29876643566078787
M00763,Gold,633,2024-10-28,0.28943348937472707
M00764,Gold,453,2025-04-26,0.5056719043139745
M00765,Centurion,1979,2021-02-20,0.49735947881470727
M00766,Gold,2104,2020-10-18,0.7663413569413071
M00767,Platinum,405,2025-06-13,0.6174990135580852
M00768,Gold,1628,2022-02-06,0.4011133829981176
M00769,Centurion,1202,2023-04-08,0.3715361491529331
M00770,Platinum,566,2025-01-03,0.3966826431047309
M00771,Gold,374,2025-07-14,0.2316816292996885
M00772,Gold,687,2024-09-04,0.35335246123664593
M00773,Platinum,180,2026-01-24,0.5000756456722026
M00774,Platinum,142,2026-03-03,0.3057994042012656
M00775,Gold,501,2025-03-09,0.2351974738205847
M00776,Centurion,493,2025-03-17,0.29877656449685663
M00777,Centurion,1472,2022-07-12,0.2303421044739933
M00778,Gold,32,2026-06-21,0.19384395431737847
M00779,Gold,130,2026-03-15,0.5187193401092892
M00780,Platinum,310,2025-09-16,0.16529734161746057
M00781,Gold,337,2025-08-20,0.2680453523764913
M00782,Platinum,470,2025-04-09,0.5941346093670479
M00783,Gold,265,2025-10-31,0.5266241592509308
M00784,Gold,1117,2023-07-02,0.5921889414682154
M00785,Platinum,52,2026-06-01,0.6091848451325855
M00786,Centurion,192,2026-01-12,0.3362966488177602
M00787,Gold,368,2025-07-20,0.4176281354982915
M00788,Platinum,918,2024-01-17,0.17185979715598632
M00789,Gold,1409,2022-09-13,0.5678650996917672
M00790,Centurion,556,2025-01-13,0.4371217439179453
M00791,Gold,787,2024-05-27,0.4785295103570506
M00792,Platinum,462,2025-04-17,0.10135258939924277
M00793,Platinum,123,2026-03-22,0.034976508425668865
M00794,Gold,949,2023-12-17,0.47620865475561186
M00795,Platinum,211,2025-12-24,0.14931154658679766
M00796,Gold,659,2024-10-02,0.5043826368961334
M00797,Centurion,640,2024-10-21,0.6051551572630787
M00798,Gold,16,2026-07-07,0.526791737637344
M00799,Platinum,559,2025-01-10,0.2583982768987451
M00800,Gold,15,2026-07-08,0.277902325670794
M00801,Gold,1163,2023-05-17,0.37274998792317376
M00802,Platinum,139,2026-03-06,0.5222765045438098
M00803,Centurion,566,2025-01-03,0.10840191467318293
M00804,Gold,64,2026-05-20,0.37256950623855023
M00805,Gold,357,2025-07-31,0.2709516539191389
M00806,Gold,14,2026-07-09,0.5078300056370114
M00807,Gold,761,2024-06-22,0.707485946413151
M00808,Platinum,35,2026-06-18,0.598159848333466
M00809,Gold,104,2026-04-10,0.2335728342204098
M00810,Gold,993,2023-11-03,0.5175761404139589
M00811,Gold,2627,2019-05-14,0.11086237888251196
M00812,Gold,1016,2023-10-11,0.47025063101581577
M00813,Platinum,779,2024-06-04,0.694916607208562
M00814,Platinum,261,2025-11-04,0.2868445979655943
M00815,Gold,363,2025-07-25,0.43180675602346813
M00816,Platinum,323,2025-09-03,0.5243121373841715
M00817,Gold,466,2025-04-13,0.2705835227052972
M00818,Platinum,1458,2022-07-26,0.2460237214051196
M00819,Platinum,2030,2020-12-31,0.4592699856855042
M00820,Platinum,500,2025-03-10,0.03411227366696276
M00821,Gold,103,2026-04-11,0.16210689200872827
M00822,Platinum,1169,2023-05-11,0.1080514004272547
M00823,Platinum,854,2024-03-21,0.4943088879013224
M00824,Centurion,129,2026-03-16,0.558148897288144
M00825,Gold,338,2025-08-19,0.6390010885398487
M00826,Gold,892,2024-02-12,0.7183280232979731
M00827,Gold,1238,2023-03-03,0.5645635997842865
M00828,Platinum,1479,2022-07-05,0.5969076890900913
M00829,Platinum,33,2026-06-20,0.13214390679956955
M00830,Platinum,200,2026-01-04,0.4825091073868185
M00831,Gold,104,2026-04-10,0.2066401561708047
M00832,Gold,309,2025-09-17,0.27537960006646856
M00833,Gold,496,2025-03-14,0.36630128085535063
M00834,Platinum,375,2025-07-13,0.6679233114794865
M00835,Gold,732,2024-07-21,0.5837685889666903
M00836,Platinum,503,2025-03-07,0.8033498572877846
M00837,Gold,1774,2021-09-13,0.32121008384103256
M00838,Gold,173,2026-01-31,0.3751894178892458
M00839,Centurion,48,2026-06-05,0.41779541913478635
M00840,Gold,502,2025-03-08,0.36986317445921657
M00841,Platinum,82,2026-05-02,0.6589583467404786
M00842,Platinum,788,2024-05-26,0.5710069992999436
M00843,Platinum,1053,2023-09-04,0.4381108325158299
M00844,Platinum,983,2023-11-13,0.7162645475443201
M00845,Platinum,71,2026-05-13,0.11423610235510934
M00846,Gold,187,2026-01-17,0.1854623128119671
M00847,Gold,257,2025-11-08,0.3449986718774543
M00848,Platinum,567,2025-01-02,0.5537670888219559
M00849,Platinum,1649,2022-01-16,0.06180996177918025
M00850,Platinum,43,2026-06-10,0.33289139753285807
M00851,Gold,1070,2023-08-18,0.5898799383234423
M00852,Gold,1681,2021-12-15,0.5461305808779694
M00853,Platinum,2177,2020-08-06,0.5539425343517607
M00854,Centurion,9,2026-07-14,0.6245930531623255
M00855,Centurion,1198,2023-04-12,0.3258042197537345
M00856,Platinum,331,2025-08-26,0.8811144194809408
M00857,Gold,128,2026-03-17,0.7499513098788144
M00858,Gold,726,2024-07-27,0.6208917687913783
M00859,Platinum,373,2025-07-15,0.33059626589261204
M00860,Platinum,2066,2020-11-25,0.545897399788243
M00861,Gold,336,2025-08-21,0.15666182300795847
M00862,Platinum,110,2026-04-04,0.3213722057672435
M00863,Centurion,285,2025-10-11,0.78084636642434
M00864,Gold,635,2024-10-26,0.18500568527093927
M00865,Platinum,189,2026-01-15,0.7670185619416467
M00866,Gold,315,2025-09-11,0.2343913772867314
M00867,Gold,139,2026-03-06,0.7621541453402808
M00868,Gold,265,2025-10-31,0.5037715757546299
M00869,Gold,58,2026-05-26,0.4218516731417554
M00870,Platinum,4,2026-07-19,0.1973800183298975
M00871,Platinum,123,2026-03-22,0.24886308290320056
M00872,Gold,535,2025-02-03,0.3581589003822725
M00873,Gold,325,2025-09-01,0.1469386423637735
M00874,Platinum,636,2024-10-25,0.6429685411206524
M00875,Platinum,1761,2021-09-26,0.2400023440247355
M00876,Gold,1005,2023-10-22,0.18055936998444816
M00877,Centurion,315,2025-09-11,0.5114141128514946
M00878,Gold,351,2025-08-06,0.45077112433741046
M00879,Gold,967,2023-11-29,0.8066672067391586
M00880,Gold,552,2025-01-17,0.4029469767307699
M00881,Gold,170,2026-02-03,0.2980112947197246
M00882,Gold,521,2025-02-17,0.13477485497370958
M00883,Platinum,161,2026-02-12,0.48097721853133957
M00884,Centurion,911,2024-01-24,0.5359898903459067
M00885,Platinum,596,2024-12-04,0.7894177223407975
M00886,Gold,88,2026-04-26,0.6412855094291281
M00887,Gold,448,2025-05-01,0.2107285582196183
M00888,Gold,1049,2023-09-08,0.2791644556049398
M00889,Platinum,858,2024-03-17,0.6320754886051586
M00890,Platinum,29,2026-06-24,0.8071047122067374
M00891,Gold,400,2025-06-18,0.2953826718854754
M00892,Gold,906,2024-01-29,0.42489204517409646
M00893,Platinum,642,2024-10-19,0.492515804759718
M00894,Gold,910,2024-01-25,0.3808386329753676
M00895,Gold,769,2024-06-14,0.39359874306720327
M00896,Gold,284,2025-10-12,0.13176093323250287
M00897,Gold,62,2026-05-22,0.7783354071040975
M00898,Platinum,571,2024-12-29,0.5126339642906497
M00899,Platinum,278,2025-10-18,0.16843219864326864
M00900,Centurion,62,2026-05-22,0.19857509546796112
M00901,Gold,462,2025-04-17,0.5308876077731869
M00902,Centurion,492,2025-03-18,0.47822051750679206
M00903,Platinum,25,2026-06-28,0.2699364874700911
M00904,Gold,213,2025-12-22,0.2853152531380886
M00905,Platinum,592,2024-12-08,0.381305118888796
M00906,Platinum,73,2026-05-11,0.29022739003711945
M00907,Platinum,235,2025-11-30,0.7373973266264933
M00908,Gold,231,2025-12-04,0.007215068888934441
M00909,Platinum,553,2025-01-16,0.26574007907782665
M00910,Gold,506,2025-03-04,0.17510213982415374
M00911,Centurion,804,2024-05-10,0.19585874774840364
M00912,Gold,1017,2023-10-10,0.37537524526589805
M00913,Platinum,683,2024-09-08,0.6894697881709627
M00914,Platinum,1000,2023-10-27,0.4047847963314817
M00915,Gold,449,2025-04-30,0.33924010265151483
M00916,Platinum,442,2025-05-07,0.4500334953695077
M00917,Platinum,387,2025-07-01,0.18610059153944838
M00918,Platinum,63,2026-05-21,0.3728433337728285
M00919,Platinum,100,2026-04-14,0.6962548250266534
M00920,Platinum,225,2025-12-10,0.47529874292815866
M00921,Platinum,160,2026-02-13,0.5389715332207095
M00922,Platinum,232,2025-12-03,0.25392428422473023
M00923,Centurion,1425,2022-08-28,0.1810553604287747
M00924,Platinum,655,2024-10-06,0.3595340174850028
M00925,Gold,249,2025-11-16,0.5874177685568133
M00926,Gold,41,2026-06-12,0.09158586116376317
M00927,Platinum,845,2024-03-30,0.5918737385123017
M00928,Platinum,757,2024-06-26,0.36328975870808916
M00929,Gold,487,2025-03-23,0.2973611586916129
M00930,Gold,1398,2022-09-24,0.7153519230577755
M00931,Platinum,60,2026-05-24,0.24255753547117556
M00932,Gold,377,2025-07-11,0.297514623567164
M00933,Gold,39,2026-06-14,0.32291628298786956
M00934,Gold,1365,2022-10-27,0.2847737274053188
M00935,Centurion,1060,2023-08-28,0.130763220140945
M00936,Gold,1968,2021-03-03,0.15532950841522802
M00937,Centurion,865,2024-03-10,0.5168590286951638
M00938,Platinum,28,2026-06-25,0.5553731268715498
M00939,Gold,19,2026-07-04,0.4169533372854457
M00940,Platinum,453,2025-04-26,0.5776751542726181
M00941,Gold,668,2024-09-23,0.4494429931609411
M00942,Platinum,228,2025-12-07,0.2826386216563254
M00943,Platinum,405,2025-06-13,0.5548482381175633
M00944,Gold,252,2025-11-13,0.19762388583686524
M00945,Gold,1682,2021-12-14,0.4546657035342123
M00946,Centurion,208,2025-12-27,0.3385766450732077
M00947,Gold,237,2025-11-28,0.8974115141013569
M00948,Centurion,2654,2019-04-17,0.24606716339664383
M00949,Platinum,549,2025-01-20,0.3393163980841951
M00950,Platinum,324,2025-09-02,0.44761549926722594
M00951,Centurion,395,2025-06-23,0.0923499140292524
M00952,Centurion,293,2025-10-03,0.4935389118798299
M00953,Platinum,211,2025-12-24,0.23377472867832189
M00954,Gold,2387,2020-01-09,0.5723609219851145
M00955,Platinum,886,2024-02-18,0.434589727522161
M00956,Gold,1412,2022-09-10,0.32031813397348546
M00957,Gold,2379,2020-01-17,0.14088958942678806
M00958,Gold,223,2025-12-12,0.18540639547247448
M00959,Platinum,472,2025-04-07,0.22874952631307002
M00960,Platinum,370,2025-07-18,0.1818790633237655
M00961,Platinum,800,2024-05-14,0.5212180470800568
M00962,Platinum,46,2026-06-07,0.5587580504205257
M00963,Centurion,21,2026-07-02,0.7502662442171125
M00964,Gold,2144,2020-09-08,0.43356453451056226
M00965,Gold,550,2025-01-19,0.3055363566985672
M00966,Gold,370,2025-07-18,0.31536431814495075
M00967,Platinum,2624,2019-05-17,0.228790022389662
M00968,Platinum,266,2025-10-30,0.31703618471168526
M00969,Centurion,1304,2022-12-27,0.5841664424254641
M00970,Gold,846,2024-03-29,0.8313576731131483
M00971,Gold,1017,2023-10-10,0.2909282146880586
M00972,Platinum,908,2024-01-27,0.39115378377435855
M00973,Centurion,119,2026-03-26,0.859596650503157
M00974,Gold,284,2025-10-12,0.4486888415108306
M00975,Gold,511,2025-02-27,0.5549171797808945
M00976,Gold,140,2026-03-05,0.22447972703336389
M00977,Centurion,100,2026-04-14,0.19056208739268726
M00978,Gold,1046,2023-09-11,0.574711971422987
M00979,Gold,1258,2023-02-11,0.5330093064589346
M00980,Gold,24,2026-06-29,0.7122122603264815
M00981,Platinum,551,2025-01-18,0.1514324483264667
M00982,Gold,77,2026-05-07,0.4862356698052603
M00983,Gold,78,2026-05-06,0.5392549643732952
M00984,Platinum,54,2026-05-30,0.48079785488503785
M00985,Platinum,2005,2021-01-25,0.2158108259597823
M00986,Centurion,932,2024-01-03,0.36307583205425925
M00987,Gold,229,2025-12-06,0.43534049555240084
M00988,Platinum,2599,2019-06-11,0.4254569711047012
M00989,Gold,2831,2018-10-22,0.2598162800006217
M00990,Gold,1225,2023-03-16,0.1500622075163197
M00991,Gold,443,2025-05-06,0.33848016858040264
M00992,Gold,47,2026-06-06,0.34052571631891804
M00993,Gold,803,2024-05-11,0.4607541452512571
M00994,Centurion,93,2026-04-21,0.31081940226853755
M00995,Gold,1550,2022-04-25,0.37861051762755155
M00996,Gold,1205,2023-04-05,0.5629757597886835
M00997,Gold,195,2026-01-09,0.13037549618491137
M00998,Centurion,1202,2023-04-08,0.21649581422957392
M00999,Platinum,67,2026-05-17,0.2852078281706698
M01000,Gold,142,2026-03-03,0.5086592048702474
M01001,Platinum,35,2026-06-18,0.5517282328900794
M01002,Gold,635,2024-10-26,0.33308400880364275
M01003,Centurion,787,2024-05-27,0.46283274139894065
M01004,Gold,789,2024-05-25,0.14241175857594862
M01005,Gold,605,2024-11-25,0.5198245513592041
M01006,Gold,40,2026-06-13,0.431360951476806
M01007,Gold,263,2025-11-02,0.14849481356565863
M01008,Platinum,187,2026-01-17,0.5352605103311477
M01009,Gold,996,2023-10-31,0.5359753630458542
M01010,Platinum,185,2026-01-19,0.6156447580102758
M01011,Platinum,259,2025-11-06,0.2844297657578122
M01012,Platinum,203,2026-01-01,0.11418330382020299
M01013,Gold,748,2024-07-05,0.2525508274398536
M01014,Platinum,251,2025-11-14,0.46233355296969003
M01015,Gold,77,2026-05-07,0.3953146077249346
M01016,Gold,721,2024-08-01,0.28024585760279325
M01017,Platinum,791,2024-05-23,0.34237921972188345
M01018,Gold,425,2025-05-24,0.3552699616520611
M01019,Platinum,125,2026-03-20,0.33129378155500544
M01020,Gold,1062,2023-08-26,0.13919778066910055
M01021,Gold,403,2025-06-15,0.11984233046597884
M01022,Platinum,48,2026-06-05,0.4531950941694557
M01023,Gold,208,2025-12-27,0.5227413405872724
M01024,Gold,110,2026-04-04,0.2473999977425986
M01025,Centurion,634,2024-10-27,0.22623043019977662
M01026,Gold,215,2025-12-20,0.41341578256200456
M01027,Platinum,1109,2023-07-10,0.3137507623850987
M01028,Gold,332,2025-08-25,0.44092363715335225
M01029,Gold,376,2025-07-12,0.19549289932427216
M01030,Gold,89,2026-04-25,0.490643917077075
M01031,Gold,413,2025-06-05,0.4296013593986884
M01032,Platinum,709,2024-08-13,0.44346084803157376
M01033,Gold,450,2025-04-29,0.19862221899968358
M01034,Gold,1523,2022-05-22,0.8473794136040006
M01035,Platinum,109,2026-04-05,0.26199753569461043
M01036,Gold,269,2025-10-27,0.16018991608642974
M01037,Gold,1395,2022-09-27,0.6922998717075688
M01038,Gold,14,2026-07-09,0.06331536197916122
M01039,Gold,384,2025-07-04,0.14813628739600804
M01040,Platinum,1174,2023-05-06,0.11850624381969882
M01041,Gold,1240,2023-03-01,0.1615009403489572
M01042,Platinum,416,2025-06-02,0.13742880299524063
M01043,Gold,3805,2016-02-21,0.07337857502969392
M01044,Platinum,617,2024-11-13,0.6340809875699548
M01045,Gold,1724,2021-11-02,0.14031863943552497
M01046,Gold,548,2025-01-21,0.6253552558991977
M01047,Gold,414,2025-06-04,0.4254910384566261
