member_id,benefit_id,claimed_date,value_claimed
M00448,extended_warranty,2026-01-01,102.37
M00448,lounge_access,2025-11-06,47.77
M00449,extended_warranty,2026-06-10,203.9
M00450,extended_warranty,2025-12-17,191.56
M00450,hotel_credit,2026-07-05,108.58
M00451,travel_delay,2026-02-13,127.97
M00451,hotel_credit,2025-11-04,94.46
M00452,purchase_protection,2025-08-01,43.77
M00452,dining_credit,2025-11-27,60.41
M00453,extended_warranty,2025-12-10,92.11
M00454,purchase_protection,2026-04-05,217.78
M00454,extended_warranty,2026-03-03,110.57
M00455,extended_warranty,2026-01-23,332.98
M00456,purchase_protection,2026-02-16,60.91
M00456,lounge_access,2025-09-21,65.33
M00457,extended_warranty,2026-07-17,211.14
M00458,extended_warranty,2026-03-22,127.1
M00459,purchase_protection,2025-08-12,78.82
M00460,extended_warranty,2026-06-04,88.81
M00462,dining_credit,2026-07-19,13.04
M00464,dining_credit,2025-07-24,36.71
M00465,extended_warranty,2026-01-13,286.51
M00467,hotel_credit,2025-10-09,169.23
M00468,purchase_protection,2026-01-12,200.61
M00468,lounge_access,2026-06-13,54.65
M00471,extended_warranty,2025-08-14,116.18
M00473,purchase_protection,2026-07-23,61.45
M00474,extended_warranty,2026-03-06,249.14
M00474,dining_credit,2025-08-24,52.41
M00475,purchase_protection,2026-07-05,318.18
M00475,extended_warranty,2026-06-10,174.6
M00475,lounge_access,2025-09-10,65.87
M00475,hotel_credit,2026-07-09,339.43
M00476,extended_warranty,2025-10-21,286.73
M00476,hotel_credit,2026-04-25,159.1
M00477,purchase_protection,2025-10-22,279.14
M00478,purchase_protection,2025-11-07,89.09
M00478,lounge_access,2026-04-02,45.99
M00479,hotel_credit,2026-05-28,103.07
M00480,purchase_protection,2026-05-15,175.88
M00481,purchase_protection,2026-02-15,161.84
M00482,extended_warranty,2026-03-21,200.78
M00482,dining_credit,2026-01-17,16.44
M00483,travel_delay,2025-11-24,372.69
M00484,purchase_protection,2025-10-11,164.75
M00484,extended_warranty,2026-06-13,344.79
M00484,travel_delay,2025-11-27,342.47
M00485,extended_warranty,2026-05-22,554.79
M00486,purchase_protection,2026-03-23,192.17
M00486,extended_warranty,2025-11-11,156.7
M00487,purchase_protection,2025-12-04,82.62
M00488,dining_credit,2025-09-27,32.63
M00490,purchase_protection,2025-09-23,107.44
M00490,extended_warranty,2025-09-17,71.89
M00491,purchase_protection,2025-11-17,48.09
M00492,purchase_protection,2025-11-05,148.98
M00492,extended_warranty,2026-04-21,44.63
M00493,purchase_protection,2025-12-26,114.94
M00493,extended_warranty,2026-01-10,47.52
M00494,dining_credit,2025-10-27,70.95
M00495,purchase_protection,2026-02-21,158.11
M00495,extended_warranty,2026-02-15,239.03
M00496,extended_warranty,2025-11-08,40.59
M00497,purchase_protection,2025-10-02,59.09
M00497,extended_warranty,2025-11-27,255.67
M00498,extended_warranty,2025-10-14,100.43
M00499,purchase_protection,2026-01-12,92.66
M00499,extended_warranty,2025-12-30,114.06
M00499,dining_credit,2025-12-03,21.3
M00500,extended_warranty,2026-06-02,296.63
M00500,hotel_credit,2026-03-04,51.16
M00501,extended_warranty,2026-06-20,205.98
M00501,dining_credit,2025-10-26,65.31
M00503,purchase_protection,2026-04-14,194.07
M00503,lounge_access,2025-12-11,49.08
M00503,hotel_credit,2026-04-28,150.97
M00504,purchase_protection,2025-09-04,122.37
M00505,purchase_protection,2026-05-13,132.89
M00506,purchase_protection,2026-04-19,231.88
M00506,extended_warranty,2026-06-23,61.52
M00506,dining_credit,2026-03-07,64.48
M00507,extended_warranty,2025-12-24,266.88
M00507,dining_credit,2025-10-01,24.56
M00508,extended_warranty,2026-07-02,182.57
M00509,purchase_protection,2025-09-19,191.18
M00509,extended_warranty,2025-11-16,196.08
M00509,dining_credit,2026-02-22,52.15
M00510,purchase_protection,2026-07-04,202.93
M00510,extended_warranty,2026-06-11,192.68
M00511,purchase_protection,2026-07-20,130.38
M00512,extended_warranty,2025-11-02,303.19
M00512,travel_delay,2025-11-12,183.51
M00515,lounge_access,2026-06-27,54.78
M00516,extended_warranty,2026-01-11,70.46
M00516,dining_credit,2025-11-03,24.95
M00518,extended_warranty,2025-07-24,49.46
M00518,dining_credit,2025-08-07,58.66
M00520,extended_warranty,2025-11-05,448.69
M00520,hotel_credit,2025-09-30,141.5
M00520,return_protection,2026-02-20,113.11
M00522,extended_warranty,2025-12-25,50.49
M00522,hotel_credit,2025-09-09,56.26
M00523,hotel_credit,2025-10-24,113.45
M00524,extended_warranty,2025-11-12,135.14
M00524,hotel_credit,2025-09-20,60.29
M00525,extended_warranty,2025-09-29,82.08
M00525,lounge_access,2026-05-31,35.35
M00527,extended_warranty,2025-12-03,239.42
M00527,dining_credit,2025-08-18,63.98
M00528,extended_warranty,2025-08-02,222.29
M00529,purchase_protection,2025-10-31,240.93
M00530,extended_warranty,2025-11-02,41.68
M00531,purchase_protection,2026-06-03,200.09
M00531,extended_warranty,2026-03-31,336.06
M00531,lounge_access,2025-10-21,69.18
M00531,hotel_credit,2025-09-27,60.14
M00532,hotel_credit,2026-06-05,159.71
M00534,purchase_protection,2026-03-28,291.05
M00534,extended_warranty,2026-03-06,104.45
M00534,travel_delay,2025-11-07,396.99
M00534,lounge_access,2026-01-19,60.48
M00535,purchase_protection,2026-03-02,296.72
M00535,hotel_credit,2025-09-26,71.4
M00536,dining_credit,2025-08-28,77.72
M00537,purchase_protection,2025-10-31,228.88
M00537,lounge_access,2025-09-11,43.99
M00538,purchase_protection,2026-01-05,124.55
M00538,travel_delay,2026-05-22,157.39
M00539,purchase_protection,2026-07-03,188.03
M00539,dining_credit,2025-10-09,50.06
M00540,purchase_protection,2026-01-03,179.94
M00540,hotel_credit,2026-04-09,196.76
M00541,purchase_protection,2025-08-26,121.1
M00541,extended_warranty,2026-04-13,109.77
M00541,hotel_credit,2026-02-11,195.76
M00542,purchase_protection,2025-08-10,74.92
M00543,purchase_protection,2026-07-07,63.36
M00544,extended_warranty,2026-02-23,272.39
M00545,purchase_protection,2026-01-13,169.99
M00545,extended_warranty,2025-10-28,278.96
M00546,travel_delay,2025-08-06,578.35
M00546,hotel_credit,2025-10-29,181.77
M00547,purchase_protection,2025-08-06,41.89
M00548,purchase_protection,2025-08-30,34.39
M00548,travel_delay,2026-04-23,197.57
M00548,lounge_access,2025-09-13,73.72
M00548,hotel_credit,2026-01-30,152.03
M00550,lounge_access,2026-07-20,65.4
M00550,hotel_credit,2026-04-29,88.22
M00551,extended_warranty,2026-03-05,159.65
M00552,extended_warranty,2025-12-27,142.18
M00552,dining_credit,2026-06-14,31.88
M00553,extended_warranty,2025-12-18,293.23
M00553,travel_delay,2026-03-03,186.54
M00553,lounge_access,2025-08-12,51.6
M00554,purchase_protection,2025-12-14,267.22
M00554,extended_warranty,2026-07-20,339.99
M00554,lounge_access,2026-04-18,56.34
M00555,extended_warranty,2025-08-10,250.3
M00555,hotel_credit,2025-11-06,184.0
M00557,return_protection,2026-02-04,33.02
M00559,dining_credit,2026-07-18,51.92
M00560,purchase_protection,2026-01-25,48.33
M00560,dining_credit,2025-08-01,20.12
M00561,purchase_protection,2025-07-29,212.67
M00561,extended_warranty,2025-10-23,293.21
M00562,extended_warranty,2026-05-12,105.79
M00563,purchase_protection,2025-07-26,149.2
M00563,extended_warranty,2025-12-20,252.52
M00564,travel_delay,2025-11-09,310.81
M00565,hotel_credit,2025-08-25,90.7
M00567,purchase_protection,2026-05-29,359.12
M00567,hotel_credit,2025-12-17,316.21
M00568,travel_delay,2026-02-08,53.25
M00568,lounge_access,2026-03-04,48.62
M00568,hotel_credit,2026-05-02,147.63
M00569,purchase_protection,2025-10-17,211.94
M00569,travel_delay,2026-06-15,256.5
M00569,hotel_credit,2026-04-19,50.17
M00570,purchase_protection,2026-06-06,168.55
M00570,extended_warranty,2025-10-23,134.15
M00570,lounge_access,2025-10-13,42.51
M00570,hotel_credit,2025-11-20,110.56
M00571,extended_warranty,2025-10-02,92.44
M00571,dining_credit,2026-02-17,60.94
M00572,extended_warranty,2026-06-09,69.16
M00572,travel_delay,2026-02-13,453.03
M00572,lounge_access,2026-04-02,57.03
M00573,purchase_protection,2026-06-23,236.89
M00573,extended_warranty,2026-04-23,74.21
M00573,travel_delay,2025-11-29,186.78
M00573,hotel_credit,2026-03-25,218.4
M00574,dining_credit,2025-11-02,55.21
M00575,purchase_protection,2026-03-05,237.34
M00576,extended_warranty,2026-06-21,231.2
M00577,purchase_protection,2025-10-16,108.78
M00577,extended_warranty,2025-07-31,170.37
M00578,extended_warranty,2026-03-14,73.74
M00579,purchase_protection,2026-06-25,157.3
M00579,extended_warranty,2026-04-09,163.04
M00579,travel_delay,2025-11-28,64.06
M00580,extended_warranty,2026-04-17,78.12
M00580,dining_credit,2025-09-28,25.18
M00581,hotel_credit,2025-12-15,175.68
M00582,purchase_protection,2026-02-21,250.41
M00582,extended_warranty,2026-03-09,269.68
M00582,lounge_access,2026-07-19,43.29
M00583,purchase_protection,2026-07-11,46.29
M00583,extended_warranty,2026-03-10,283.32
M00584,lounge_access,2025-10-15,70.62
M00585,purchase_protection,2026-05-19,36.55
M00585,extended_warranty,2025-11-20,96.12
M00586,purchase_protection,2026-05-23,102.45
M00586,extended_warranty,2025-10-30,298.54
M00586,dining_credit,2025-08-13,11.7
M00587,purchase_protection,2025-09-12,30.05
M00587,travel_delay,2026-06-13,148.45
M00587,hotel_credit,2026-07-06,131.18
M00588,extended_warranty,2026-04-27,248.95
M00589,purchase_protection,2025-11-19,46.05
M00589,dining_credit,2026-04-28,89.93
M00590,purchase_protection,2026-03-28,282.22
M00590,extended_warranty,2026-07-05,255.24
M00591,purchase_protection,2026-04-21,50.06
M00592,purchase_protection,2026-04-12,52.35
M00592,extended_warranty,2025-12-04,255.13
M00592,dining_credit,2025-12-23,73.65
M00593,extended_warranty,2026-04-14,274.38
M00593,hotel_credit,2026-01-07,58.42
M00594,purchase_protection,2026-04-18,165.26
M00594,dining_credit,2026-03-10,25.17
M00595,purchase_protection,2026-04-18,148.4
M00595,lounge_access,2025-11-22,59.91
M00595,hotel_credit,2026-04-29,186.64
M00597,purchase_protection,2026-02-01,181.32
M00597,extended_warranty,2026-03-11,190.69
M00598,purchase_protection,2025-10-29,74.19
M00599,purchase_protection,2026-01-20,166.04
M00599,lounge_access,2026-01-05,81.78
M00600,purchase_protection,2025-10-18,221.02
M00601,purchase_protection,2026-05-07,58.82
M00601,lounge_access,2025-10-04,48.38
M00601,hotel_credit,2026-05-05,133.41
M00603,purchase_protection,2025-12-20,90.48
M00603,extended_warranty,2026-07-08,147.7
M00603,travel_delay,2025-12-14,166.06
M00603,hotel_credit,2025-09-16,199.61
M00604,extended_warranty,2026-02-12,47.02
M00604,travel_delay,2025-08-15,427.71
M00605,extended_warranty,2025-08-28,280.78
M00605,hotel_credit,2025-10-16,84.56
M00606,purchase_protection,2025-12-14,243.78
M00606,extended_warranty,2026-03-10,68.86
M00607,purchase_protection,2026-02-21,62.91
M00607,hotel_credit,2025-11-12,196.69
M00608,dining_credit,2025-11-23,28.82
M00611,dining_credit,2026-05-11,62.53
M00613,extended_warranty,2026-03-04,107.07
M00614,extended_warranty,2026-05-06,264.8
M00619,extended_warranty,2025-12-31,138.91
M00622,dining_credit,2026-05-16,17.82
M00623,purchase_protection,2025-09-19,223.99
M00623,extended_warranty,2025-10-17,283.91
M00624,purchase_protection,2025-11-06,39.77
M00625,purchase_protection,2026-03-13,30.55
M00625,travel_delay,2025-11-13,439.69
M00627,dining_credit,2025-12-18,55.91
M00628,purchase_protection,2025-10-31,101.19
M00628,extended_warranty,2026-07-06,217.93
M00629,travel_delay,2026-07-06,128.68
M00631,purchase_protection,2025-12-26,74.42
M00631,extended_warranty,2025-11-15,201.61
M00632,purchase_protection,2025-11-20,73.46
M00634,purchase_protection,2026-06-30,87.88
M00634,extended_warranty,2025-10-18,68.47
M00634,dining_credit,2025-12-31,55.62
M00635,purchase_protection,2026-04-14,154.76
M00636,purchase_protection,2025-09-06,86.39
M00636,extended_warranty,2026-03-08,289.55
M00636,dining_credit,2025-11-11,49.67
M00637,extended_warranty,2026-02-08,153.6
M00638,extended_warranty,2025-09-03,130.81
M00639,dining_credit,2025-07-25,28.63
M00641,purchase_protection,2026-02-19,43.95
M00641,extended_warranty,2025-08-03,178.74
M00642,purchase_protection,2026-03-26,38.68
M00642,lounge_access,2026-06-20,62.41
M00643,purchase_protection,2026-05-02,163.7
M00643,dining_credit,2026-03-17,60.12
M00644,purchase_protection,2025-10-20,294.04
M00644,lounge_access,2026-07-14,61.71
M00645,extended_warranty,2025-10-16,133.94
M00646,travel_delay,2025-12-09,418.18
M00646,hotel_credit,2026-03-22,62.84
M00647,extended_warranty,2025-12-13,210.6
M00647,travel_delay,2026-06-14,256.29
M00648,extended_warranty,2025-10-15,189.11
M00649,dining_credit,2025-09-07,46.61
M00651,dining_credit,2026-01-03,61.9
M00652,extended_warranty,2026-04-02,188.9
M00652,travel_delay,2025-07-28,469.28
M00652,lounge_access,2025-11-10,69.18
M00653,purchase_protection,2026-05-23,86.55
M00654,purchase_protection,2025-10-16,275.06
M00654,extended_warranty,2025-12-21,133.46
M00654,hotel_credit,2026-02-02,128.56
M00655,purchase_protection,2026-03-19,168.05
M00656,extended_warranty,2025-12-30,278.45
M00656,dining_credit,2025-08-31,66.32
M00657,purchase_protection,2026-05-04,231.86
M00657,extended_warranty,2025-12-22,119.57
M00658,extended_warranty,2026-05-08,210.97
M00659,extended_warranty,2026-05-17,178.4
M00660,purchase_protection,2026-03-14,183.34
M00660,extended_warranty,2025-11-29,90.31
M00660,hotel_credit,2026-04-08,184.85
M00662,purchase_protection,2025-10-14,477.87
M00662,extended_warranty,2026-04-22,347.07
M00662,lounge_access,2026-07-17,94.79
M00662,hotel_credit,2025-08-13,139.11
M00663,purchase_protection,2026-05-26,32.96
M00664,extended_warranty,2026-03-23,165.29
M00664,hotel_credit,2026-04-22,104.55
M00665,travel_delay,2026-06-25,175.19
M00665,lounge_access,2025-12-26,59.17
M00666,extended_warranty,2026-01-13,131.68
M00666,lounge_access,2025-09-11,52.32
M00666,hotel_credit,2026-02-12,50.01
M00667,dining_credit,2026-04-12,14.66
M00670,purchase_protection,2026-05-26,157.72
M00670,extended_warranty,2026-07-16,100.5
M00670,dining_credit,2026-05-01,37.04
M00671,travel_delay,2026-02-04,74.81
M00672,return_protection,2026-05-30,58.88
M00673,extended_warranty,2025-08-05,198.26
M00674,purchase_protection,2026-03-18,43.84
M00674,extended_warranty,2026-07-06,177.05
M00674,lounge_access,2025-12-31,39.58
M00674,hotel_credit,2025-08-23,76.53
M00675,extended_warranty,2026-06-22,59.18
M00675,travel_delay,2026-03-31,318.21
M00675,lounge_access,2025-08-02,63.26
M00676,purchase_protection,2026-02-23,252.28
M00676,lounge_access,2025-11-15,45.81
M00680,hotel_credit,2026-03-25,106.16
M00681,purchase_protection,2025-08-30,31.92
M00681,extended_warranty,2025-08-08,190.06
M00682,purchase_protection,2025-11-22,221.24
M00682,dining_credit,2025-08-24,92.72
M00683,purchase_protection,2026-05-26,70.69
M00683,extended_warranty,2026-07-02,45.85
M00684,purchase_protection,2026-05-18,42.88
M00685,purchase_protection,2025-11-03,87.16
M00687,dining_credit,2025-09-06,26.95
M00688,purchase_protection,2025-09-21,221.36
M00689,purchase_protection,2026-02-08,208.39
M00689,travel_delay,2026-05-24,86.17
M00690,hotel_credit,2025-12-30,181.35
M00691,purchase_protection,2025-08-29,30.78
M00691,dining_credit,2026-03-03,98.01
M00692,purchase_protection,2026-02-04,136.57
M00692,extended_warranty,2026-02-27,304.64
M00692,travel_delay,2025-12-15,385.28
M00693,purchase_protection,2026-06-30,319.95
M00693,return_protection,2026-06-06,116.75
M00694,purchase_protection,2025-08-28,213.95
M00695,lounge_access,2025-10-14,62.62
M00695,hotel_credit,2026-03-15,189.57
M00696,purchase_protection,2026-01-04,86.11
M00698,extended_warranty,2025-07-23,277.45
M00699,purchase_protection,2026-04-25,89.1
M00699,dining_credit,2026-02-27,70.26
M00700,purchase_protection,2025-12-30,146.83
M00701,extended_warranty,2026-05-31,401.32
M00701,travel_delay,2025-07-25,587.98
M00703,purchase_protection,2026-07-13,183.14
M00703,extended_warranty,2025-08-26,188.9
M00703,dining_credit,2025-10-07,20.77
M00704,purchase_protection,2025-11-07,106.49
M00705,extended_warranty,2026-04-28,260.51
M00705,dining_credit,2025-07-27,20.89
M00706,purchase_protection,2025-09-10,88.98
M00706,lounge_access,2026-06-28,54.81
M00707,travel_delay,2025-10-13,483.19
M00707,lounge_access,2025-08-11,70.48
M00707,hotel_credit,2025-08-08,104.65
M00708,purchase_protection,2026-01-21,123.3
M00708,extended_warranty,2025-09-18,251.46
M00709,purchase_protection,2025-08-29,61.51
M00709,extended_warranty,2026-07-16,242.02
M00709,dining_credit,2026-05-27,82.79
M00710,purchase_protection,2026-07-18,166.19
M00710,travel_delay,2026-06-08,166.76
M00711,purchase_protection,2026-01-16,264.51
M00714,purchase_protection,2026-02-05,84.18
M00715,dining_credit,2026-07-18,90.42
M00716,extended_warranty,2026-04-14,59.33
M00719,purchase_protection,2025-12-01,81.38
M00719,dining_credit,2026-04-14,67.35
M00720,dining_credit,2025-12-04,99.4
M00721,purchase_protection,2025-09-03,124.59
M00721,extended_warranty,2026-04-15,338.32
M00722,purchase_protection,2026-01-13,107.67
M00722,travel_delay,2026-01-14,453.15
M00723,travel_delay,2025-11-28,394.49
M00723,lounge_access,2026-02-27,59.36
M00723,hotel_credit,2025-09-05,77.83
M00724,purchase_protection,2025-09-28,471.63
M00724,lounge_access,2026-05-23,91.25
M00725,purchase_protection,2026-06-10,113.41
M00725,travel_delay,2025-09-24,278.1
M00725,hotel_credit,2026-05-14,133.8
M00725,return_protection,2025-11-05,131.29
M00726,travel_delay,2025-10-03,482.95
M00727,purchase_protection,2025-11-30,150.71
M00727,extended_warranty,2025-12-25,42.91
M00728,extended_warranty,2026-06-14,124.39
M00728,dining_credit,2025-10-25,41.29
M00729,extended_warranty,2025-09-09,161.97
M00729,lounge_access,2025-11-27,52.52
M00730,extended_warranty,2026-05-21,233.77
M00730,dining_credit,2025-11-07,25.89
M00731,purchase_protection,2026-04-04,98.14
M00732,travel_delay,2025-11-05,695.58
M00733,dining_credit,2026-03-21,42.06
M00734,purchase_protection,2026-05-05,37.75
M00734,lounge_access,2025-11-08,51.08
M00735,purchase_protection,2026-02-15,253.55
M00735,extended_warranty,2025-08-18,327.7
M00737,purchase_protection,2025-10-08,146.78
M00738,purchase_protection,2026-04-04,53.13
M00738,extended_warranty,2025-10-13,154.05
M00740,purchase_protection,2026-05-03,280.15
M00740,lounge_access,2026-07-13,40.89
M00741,extended_warranty,2026-07-08,157.59
M00741,travel_delay,2025-08-12,403.67
M00742,purchase_protection,2025-08-28,165.35
M00743,travel_delay,2025-11-08,315.09
M00743,lounge_access,2026-01-19,59.32
M00743,hotel_credit,2025-08-30,71.18
M00744,purchase_protection,2026-01-31,44.26
M00744,dining_credit,2025-11-03,82.64
M00745,hotel_credit,2025-09-27,196.55
M00746,lounge_access,2026-07-17,45.47
M00747,purchase_protection,2025-08-31,238.43
M00747,extended_warranty,2025-08-18,162.44
M00747,lounge_access,2025-12-01,51.44
M00748,dining_credit,2026-01-28,46.25
M00749,dining_credit,2026-04-18,44.24
M00750,dining_credit,2026-03-08,24.03
M00751,hotel_credit,2026-07-05,342.21
M00752,purchase_protection,2025-12-15,222.81
M00753,dining_credit,2025-11-05,49.49
M00755,purchase_protection,2025-12-17,106.57
M00755,travel_delay,2026-01-18,164.27
M00755,hotel_credit,2026-02-14,61.24
M00757,purchase_protection,2026-06-21,213.14
M00757,extended_warranty,2025-11-08,141.98
M00757,dining_credit,2026-05-13,41.57
M00758,dining_credit,2025-11-02,26.56
M00759,dining_credit,2026-01-16,66.28
M00760,extended_warranty,2026-05-01,81.52
M00760,lounge_access,2025-10-29,46.13
M00761,lounge_access,2025-12-04,51.17
M00762,travel_delay,2025-09-22,373.33
M00762,lounge_access,2026-01-11,42.95
M00763,dining_credit,2025-08-03,50.53
M00764,purchase_protection,2025-12-04,88.67
M00765,travel_delay,2025-11-04,387.03
M00765,lounge_access,2026-06-01,55.85
M00765,hotel_credit,2025-10-11,261.4
M00765,return_protection,2025-09-21,175.79
M00766,extended_warranty,2025-12-09,69.93
M00766,dining_credit,2026-01-08,39.23
M00767,purchase_protection,2026-07-13,72.19
M00767,extended_warranty,2026-05-03,67.02
M00767,hotel_credit,2026-04-25,86.93
M00768,purchase_protection,2026-02-10,209.69
M00768,extended_warranty,2026-06-05,150.48
M00769,purchase_protection,2026-01-17,174.82
M00769,travel_delay,2025-10-06,429.5
M00769,hotel_credit,2025-12-01,260.96
M00771,purchase_protection,2026-06-07,233.19
M00771,extended_warranty,2026-07-02,261.3
M00772,purchase_protection,2026-07-04,133.89
M00772,dining_credit,2026-02-12,46.67
M00773,purchase_protection,2025-11-21,268.04
M00773,travel_delay,2025-10-11,448.37
M00773,lounge_access,2026-05-31,36.58
M00773,hotel_credit,2026-04-20,80.82
M00774,lounge_access,2025-11-14,69.5
M00776,lounge_access,2026-05-28,73.23
M00776,hotel_credit,2026-06-13,311.24
M00777,travel_delay,2025-09-19,681.28
M00777,return_protection,2025-08-15,163.5
M00779,purchase_protection,2026-02-26,248.6
M00780,purchase_protection,2025-12-23,124.56
M00780,extended_warranty,2025-12-18,97.81
M00780,hotel_credit,2025-08-08,98.15
M00781,dining_credit,2026-01-08,69.81
M00782,purchase_protection,2026-01-31,128.43
M00782,extended_warranty,2026-06-27,301.35
M00782,travel_delay,2026-04-03,258.17
M00782,lounge_access,2025-11-21,46.33
M00782,hotel_credit,2025-09-13,86.35
M00783,purchase_protection,2025-12-19,32.37
M00784,dining_credit,2026-05-26,39.15
M00785,lounge_access,2026-04-27,62.89
M00785,hotel_credit,2026-02-15,131.99
M00788,extended_warranty,2025-12-06,77.79
M00789,purchase_protection,2026-06-14,108.59
M00789,extended_warranty,2025-12-01,91.68
M00789,dining_credit,2026-01-25,22.53
M00790,purchase_protection,2026-02-28,320.11
M00790,extended_warranty,2025-09-14,322.15
M00791,extended_warranty,2025-08-19,211.07
M00791,dining_credit,2025-10-11,70.39
M00794,dining_credit,2026-02-09,26.96
M00795,lounge_access,2026-02-19,44.12
M00796,dining_credit,2026-01-19,26.12
M00797,hotel_credit,2025-09-14,250.53
M00797,return_protection,2026-04-05,190.2
M00799,travel_delay,2025-11-07,192.5
M00799,lounge_access,2026-04-10,36.41
M00800,extended_warranty,2025-12-17,54.56
M00801,extended_warranty,2025-12-29,247.48
M00802,purchase_protection,2026-01-30,276.42
M00802,travel_delay,2026-01-28,426.59
M00802,lounge_access,2026-03-27,40.63
M00803,hotel_credit,2026-03-19,195.85
M00803,return_protection,2025-09-03,179.66
M00804,dining_credit,2025-11-21,63.89
M00806,purchase_protection,2026-02-26,130.84
M00806,extended_warranty,2025-09-16,210.63
M00807,purchase_protection,2026-01-25,241.26
M00807,extended_warranty,2026-05-15,289.4
M00807,dining_credit,2025-10-23,46.08
M00808,purchase_protection,2025-10-22,152.09
M00808,extended_warranty,2026-04-19,308.05
M00808,travel_delay,2025-09-21,103.24
M00809,extended_warranty,2026-01-13,238.26
M00810,purchase_protection,2026-03-10,218.99
M00810,extended_warranty,2025-11-26,133.3
M00810,dining_credit,2026-07-17,90.13
M00811,dining_credit,2025-10-26,74.57
M00813,purchase_protection,2026-01-30,258.29
M00813,extended_warranty,2026-06-24,77.73
M00813,travel_delay,2025-10-15,248.97
M00813,lounge_access,2026-02-21,50.62
M00813,hotel_credit,2025-09-12,109.93
M00814,purchase_protection,2026-06-25,68.02
M00814,extended_warranty,2026-03-20,142.04
M00814,travel_delay,2026-07-18,239.97
M00816,purchase_protection,2026-02-25,182.14
M00816,lounge_access,2026-07-23,38.19
M00818,purchase_protection,2025-11-29,169.24
M00818,hotel_credit,2026-03-13,174.42
M00820,purchase_protection,2026-01-24,263.52
M00822,travel_delay,2026-03-01,260.25
M00822,hotel_credit,2026-04-26,172.0
M00823,lounge_access,2025-11-01,70.86
M00823,hotel_credit,2025-12-30,197.63
M00824,extended_warranty,2026-01-16,120.2
M00824,lounge_access,2026-04-09,67.22
M00826,dining_credit,2025-11-14,56.09
M00827,extended_warranty,2025-09-11,174.05
M00827,dining_credit,2026-05-27,84.51
M00828,purchase_protection,2026-03-01,239.48
M00828,extended_warranty,2025-12-01,169.63
M00828,travel_delay,2026-06-06,146.22
M00828,hotel_credit,2025-10-12,78.06
M00829,lounge_access,2025-09-23,57.07
M00830,extended_warranty,2026-02-22,281.03
M00830,lounge_access,2026-07-17,64.47
M00830,hotel_credit,2026-02-06,71.02
M00831,dining_credit,2025-08-13,95.97
M00833,purchase_protection,2026-03-16,115.57
M00834,purchase_protection,2026-04-12,55.67
M00834,extended_warranty,2025-09-14,49.87
M00836,purchase_protection,2026-01-10,282.43
M00836,extended_warranty,2026-06-03,60.56
M00836,lounge_access,2025-07-30,45.12
M00836,hotel_credit,2025-09-26,184.8
M00837,purchase_protection,2025-08-19,87.73
M00838,dining_credit,2025-08-03,35.75
M00839,purchase_protection,2025-10-30,311.83
M00839,hotel_credit,2026-06-21,370.01
M00839,return_protection,2026-02-12,122.95
M00841,travel_delay,2026-04-01,202.22
M00841,lounge_access,2026-03-28,40.97
M00841,hotel_credit,2025-10-25,139.96
M00842,purchase_protection,2026-07-01,79.14
M00842,travel_delay,2026-05-06,349.93
M00842,lounge_access,2025-10-20,49.59
M00843,travel_delay,2026-03-18,296.0
M00843,hotel_credit,2026-04-03,72.17
M00844,purchase_protection,2026-03-11,289.62
M00844,lounge_access,2025-08-11,52.29
M00844,hotel_credit,2025-07-25,92.26
M00845,purchase_protection,2026-04-25,80.71
M00845,travel_delay,2025-11-18,422.01
M00845,lounge_access,2026-03-16,56.69
M00845,hotel_credit,2025-10-10,106.99
M00846,extended_warranty,2025-11-08,181.33
M00848,purchase_protection,2026-06-21,147.66
M00848,lounge_access,2026-03-13,41.91
M00848,hotel_credit,2026-03-04,96.08
M00849,lounge_access,2026-06-13,69.4
M00850,purchase_protection,2025-09-06,46.15
M00851,purchase_protection,2025-11-05,51.56
M00851,extended_warranty,2026-03-21,87.59
M00851,dining_credit,2026-05-11,70.89
M00852,purchase_protection,2025-12-30,80.22
M00852,dining_credit,2026-06-25,91.19
M00854,purchase_protection,2026-07-19,158.23
M00854,travel_delay,2025-11-22,196.62
M00854,lounge_access,2026-02-27,67.88
M00855,extended_warranty,2025-12-29,47.63
M00855,hotel_credit,2026-02-24,291.27
M00856,purchase_protection,2026-05-27,61.87
M00856,extended_warranty,2026-04-19,342.89
M00856,travel_delay,2025-12-28,182.72
M00856,lounge_access,2026-06-09,46.88
M00856,hotel_credit,2026-04-29,161.78
M00857,purchase_protection,2026-06-21,129.56
M00857,extended_warranty,2025-09-08,211.09
M00858,purchase_protection,2026-01-16,231.89
M00858,dining_credit,2026-06-19,26.19
M00859,lounge_access,2026-03-22,50.18
M00860,purchase_protection,2025-12-28,251.74
M00860,travel_delay,2025-08-17,461.31
M00860,lounge_access,2026-04-09,47.22
M00860,hotel_credit,2026-02-26,129.17
M00861,purchase_protection,2026-01-26,60.44
M00861,extended_warranty,2026-03-20,169.46
M00862,extended_warranty,2026-02-01,305.85
M00862,hotel_credit,2026-06-03,117.4
M00863,extended_warranty,2026-03-06,263.29
M00863,hotel_credit,2026-04-26,279.72
M00864,extended_warranty,2026-05-07,159.95
M00864,dining_credit,2026-07-14,13.34
M00865,purchase_protection,2026-04-25,98.18
M00865,extended_warranty,2025-12-16,255.24
M00865,lounge_access,2026-01-11,59.65
M00867,extended_warranty,2025-08-30,287.04
M00867,dining_credit,2026-07-04,17.82
